Partner ID,PQP Feb 25
437501,Sin PQP
191535,Javier Peñaloza KA
452684,Sin PQP
242136,Franco Lagos KA
437154,Sin PQP
455861,Sin PQP
66374,Sin PQP
134623,Sin PQP
204251,Sin PQP
319597,Javier Peñaloza KA
453969,Javier Peñaloza Tier
225670,Macka Ramirez
516936,Sin PQP
193035,Macka Ramirez
475222,Sin PQP
306047,Sin PQP
152638,Sin PQP
235928,Sin PQP
155468,Sin PQP
500389,Sin PQP
387837,Sin PQP
197625,Franco Lagos KA
125295,Sin PQP
463536,Franco Lagos KA
317516,Sin PQP
156291,Sin PQP
103819,Sin PQP
222539,Sin PQP
306540,Sin PQP
65763,Javier Peñaloza KA
49163,Sin PQP
467564,Sin PQP
474913,Sin PQP
169249,Sin PQP
197712,Sin PQP
101392,Sin PQP
243165,Sin PQP
388059,Sin PQP
189305,Sin PQP
99558,Franco Lagos KA
395107,Sin PQP
445461,Franco Lagos KA
527288,Sin PQP
327358,Sin PQP
477015,Franco Lagos KA
440506,Sin PQP
53185,Javier Peñaloza KA
105142,Sin PQP
112609,Sin PQP
442617,Sin PQP
121852,Macka Ramirez
165435,Franco Lagos KA
187446,Sin PQP
475810,Sin PQP
414028,Sin PQP
422041,Sin PQP
135174,Sin PQP
187310,Javier Peñaloza KA
101121,Sin PQP
120784,Sin PQP
435269,Sin PQP
483851,Sin PQP
237222,Sin PQP
189644,Macka Ramirez
182056,Javier Peñaloza KA
252436,Sin PQP
229491,Sin PQP
339914,Macka Ramirez
236403,Javier Peñaloza Tier
315147,Franco Lagos KA
63621,Javier Peñaloza Tier
415784,Javier Peñaloza KA
523630,Franco Lagos KA
439154,Sin PQP
387896,Javier Peñaloza KA
452102,Macka Ramirez
99504,Sin PQP
490702,Sin PQP
507080,Sin PQP
43613,Sin PQP
112749,Sin PQP
486442,Sin PQP
407964,Franco Lagos KA
431670,Sin PQP
349495,Macka Ramirez
432335,Sin PQP
409077,Sin PQP
131015,Sin PQP
234312,Sin PQP
336905,Macka Ramirez
469856,Sin PQP
238064,Sin PQP
91214,Sin PQP
530057,Javier Peñaloza KA
260793,Javier Peñaloza KA
88549,Sin PQP
500675,Sin PQP
151631,Macka Ramirez
491360,Sin PQP
227887,Sin PQP
140525,Sin PQP
102903,Sin PQP
55267,Franco Lagos KA
465093,Sin PQP
526898,Sin PQP
384215,Sin PQP
66664,Sin PQP
106448,Sin PQP
46119,Javier Peñaloza KA
315356,Sin PQP
94299,Sin PQP
274768,Sin PQP
508155,Sin PQP
408757,Franco Lagos KA
403857,Sin PQP
127728,Sin PQP
487068,Sin PQP
408786,Sin PQP
278725,Sin PQP
238549,Sin PQP
158534,Franco Lagos KA
56953,Sin PQP
395251,Franco Lagos KA
169766,Sin PQP
174125,Franco Lagos KA
507863,Sin PQP
202440,Sin PQP
386368,Sin PQP
87726,Sin PQP
474788,Sin PQP
442631,Sin PQP
11502,Javier Peñaloza KA
396823,Sin PQP
209888,Sin PQP
176116,Sin PQP
60801,Sin PQP
500214,Sin PQP
515724,Sin PQP
513418,Sin PQP
193466,Javier Peñaloza KA
108630,Sin PQP
259095,Sin PQP
509576,Sin PQP
269618,Sin PQP
152402,Sin PQP
525939,Sin PQP
412731,Sin PQP
417725,Sin PQP
337993,Sin PQP
387903,Javier Peñaloza KA
88331,Javier Peñaloza KA
310629,Sin PQP
186164,Sin PQP
447525,Macka Ramirez
335750,Macka Ramirez
267781,Sin PQP
298902,Sin PQP
274193,Sin PQP
519593,Sin PQP
248704,Sin PQP
253561,Sin PQP
66232,Sin PQP
445469,Sin PQP
525548,Sin PQP
487060,Sin PQP
67830,Javier Peñaloza KA
319520,Sin PQP
171493,Franco Lagos KA
277867,Sin PQP
348171,Franco Lagos KA
521636,Sin PQP
92562,Franco Lagos KA
522878,Sin PQP
61661,Sin PQP
138470,Sin PQP
485731,Franco Lagos KA
460364,Sin PQP
193405,Macka Ramirez
62500,Javier Peñaloza KA
111904,Franco Lagos KA
342695,Sin PQP
301544,Franco Lagos KA
189638,Macka Ramirez
288487,Sin PQP
392146,Sin PQP
329056,Franco Lagos KA
125122,Sin PQP
219718,Franco Lagos KA
495681,Sin PQP
252001,Sin PQP
456556,Macka Ramirez
354849,Sin PQP
258475,Sin PQP
479438,Sin PQP
112992,Javier Peñaloza KA
230902,Sin PQP
199889,Sin PQP
232644,Sin PQP
450564,Sin PQP
403814,Sin PQP
240805,Sin PQP
184835,Franco Lagos KA
67260,Sin PQP
186271,Sin PQP
209910,Sin PQP
455832,Sin PQP
534693,Franco Lagos KA
123260,Sin PQP
476897,Sin PQP
501843,Javier Peñaloza Tier
455826,Sin PQP
192873,Macka Ramirez
445116,Sin PQP
389983,Sin PQP
53823,Sin PQP
531935,Sin PQP
193114,Macka Ramirez
192857,Macka Ramirez
474918,Sin PQP
338613,Sin PQP
398404,Sin PQP
120339,Sin PQP
489750,Sin PQP
471507,Sin PQP
513415,Sin PQP
51436,Franco Lagos KA
402347,Sin PQP
478211,Sin PQP
300979,Sin PQP
298207,Sin PQP
116984,Sin PQP
311117,Sin PQP
203906,Sin PQP
278695,Macka Ramirez
48819,Javier Peñaloza KA
504598,Sin PQP
65155,Sin PQP
500726,Sin PQP
437994,Sin PQP
384759,Sin PQP
470198,Sin PQP
315997,Franco Lagos KA
323569,Sin PQP
439704,Sin PQP
112321,Sin PQP
281668,Javier Peñaloza Tier
348376,Sin PQP
423991,Sin PQP
106071,Sin PQP
522385,Sin PQP
371147,Sin PQP
112991,Javier Peñaloza KA
515716,Sin PQP
478238,Sin PQP
186610,Franco Lagos KA
421128,Sin PQP
330167,Sin PQP
144324,Sin PQP
114928,Sin PQP
171494,Franco Lagos KA
225447,Sin PQP
50513,Sin PQP
381627,Sin PQP
121521,Franco Lagos KA
232434,Sin PQP
464123,Sin PQP
519516,Sin PQP
134930,Sin PQP
451130,Sin PQP
394162,Sin PQP
509840,Sin PQP
64781,Sin PQP
381450,Sin PQP
103238,Sin PQP
529338,Sin PQP
454332,Sin PQP
486060,Sin PQP
48821,Javier Peñaloza KA
515404,Sin PQP
302071,Sin PQP
479579,Sin PQP
130334,Sin PQP
261479,Sin PQP
65981,Javier Peñaloza KA
182621,Sin PQP
484828,Sin PQP
171562,Franco Lagos KA
332299,Sin PQP
497477,Sin PQP
101469,Sin PQP
362117,Macka Ramirez
134799,Javier Peñaloza KA
297305,Sin PQP
200220,Sin PQP
171602,Franco Lagos KA
384986,Sin PQP
130037,Sin PQP
119480,Sin PQP
468793,Sin PQP
282499,Sin PQP
449438,Sin PQP
62115,Sin PQP
139148,Sin PQP
151903,Sin PQP
499738,Franco Lagos KA
157028,Sin PQP
532342,Sin PQP
286722,Sin PQP
238076,Sin PQP
486997,Sin PQP
392033,Javier Peñaloza KA
324531,Sin PQP
173019,Franco Lagos KA
465653,Sin PQP
286935,Sin PQP
521440,Sin PQP
349564,Macka Ramirez
328627,Sin PQP
466472,Sin PQP
472742,Sin PQP
146271,Macka Ramirez
491577,Sin PQP
194164,Sin PQP
476209,Sin PQP
60947,Sin PQP
500745,Franco Lagos KA
335966,Sin PQP
453538,Sin PQP
128528,Sin PQP
415849,Sin PQP
111656,Franco Lagos KA
429851,Sin PQP
465016,Sin PQP
365734,Sin PQP
531614,Javier Peñaloza KA
7213,Sin PQP
372807,Javier Peñaloza KA
227706,Sin PQP
45204,Sin PQP
398445,Sin PQP
499839,Sin PQP
334243,Sin PQP
410119,Javier Peñaloza KA
120014,Sin PQP
474883,Sin PQP
509054,Sin PQP
531677,Sin PQP
139806,Sin PQP
144879,Franco Lagos KA
392132,Sin PQP
437252,Sin PQP
487491,Sin PQP
124146,Sin PQP
148636,Macka Ramirez
62536,Sin PQP
412144,Sin PQP
316384,Sin PQP
226024,Sin PQP
116119,Sin PQP
528104,Sin PQP
174085,Sin PQP
106654,Sin PQP
223682,Sin PQP
89386,Sin PQP
371484,Franco Lagos KA
107225,Sin PQP
321386,Macka Ramirez
192884,Macka Ramirez
202564,Sin PQP
190400,Sin PQP
165433,Franco Lagos KA
282869,Sin PQP
63889,Franco Lagos KA
7696,Sin PQP
139518,Franco Lagos KA
65917,Sin PQP
139608,Franco Lagos KA
400229,Sin PQP
468455,Sin PQP
178265,Sin PQP
464053,Sin PQP
325699,Sin PQP
362815,Sin PQP
63756,Sin PQP
48817,Javier Peñaloza KA
168283,Sin PQP
447029,Sin PQP
271554,Macka Ramirez
509412,Javier Peñaloza Tier
448665,Macka Ramirez
319557,Sin PQP
477848,Sin PQP
502397,Javier Peñaloza KA
197839,Sin PQP
259891,Sin PQP
418372,Sin PQP
304093,Franco Lagos KA
48820,Javier Peñaloza KA
416988,Sin PQP
395929,Franco Lagos KA
60086,Sin PQP
453054,Sin PQP
194934,Sin PQP
330490,Sin PQP
434832,Sin PQP
337126,Macka Ramirez
397582,Sin PQP
121740,Sin PQP
397565,Sin PQP
64076,Sin PQP
5374,Sin PQP
343782,Sin PQP
157803,Sin PQP
263732,Sin PQP
400245,Franco Lagos KA
533798,Sin PQP
373061,Sin PQP
137583,Sin PQP
468143,Sin PQP
328796,Sin PQP
192870,Macka Ramirez
161976,Sin PQP
339530,Sin PQP
328315,Macka Ramirez
407759,Sin PQP
34917,Sin PQP
142953,Sin PQP
374315,Sin PQP
53161,Javier Peñaloza KA
67826,Javier Peñaloza KA
416007,Sin PQP
520019,Javier Peñaloza KA
431296,Sin PQP
127310,Sin PQP
142887,Franco Lagos KA
472659,Sin PQP
444025,Sin PQP
481255,Sin PQP
417921,Javier Peñaloza KA
5372,Sin PQP
39272,Sin PQP
449412,Sin PQP
134784,Sin PQP
64462,Sin PQP
190719,Sin PQP
476692,Sin PQP
181303,Sin PQP
117305,Sin PQP
471543,Sin PQP
404070,Franco Lagos KA
127891,Sin PQP
386768,Sin PQP
130150,Javier Peñaloza Tier
455208,Sin PQP
64090,Sin PQP
499868,Franco Lagos KA
432887,Sin PQP
520053,Sin PQP
109320,Sin PQP
90124,Sin PQP
87905,Sin PQP
149318,Javier Peñaloza KA
360616,Macka Ramirez
193179,Macka Ramirez
202354,Macka Ramirez
150392,Macka Ramirez
431282,Sin PQP
328247,Sin PQP
478552,Sin PQP
50771,Sin PQP
319513,Sin PQP
470108,Sin PQP
418779,Sin PQP
229464,Sin PQP
220363,Sin PQP
301490,Sin PQP
117559,Sin PQP
527483,Macka Ramirez
140205,Sin PQP
47515,Franco Lagos KA
128576,Sin PQP
491106,Sin PQP
420917,Franco Lagos KA
168526,Macka Ramirez
392523,Sin PQP
4454,Franco Lagos KA
116018,Javier Peñaloza KA
101428,Sin PQP
145536,Sin PQP
159103,Sin PQP
255682,Macka Ramirez
385294,Sin PQP
61364,Sin PQP
352545,Sin PQP
455592,Sin PQP
47511,Franco Lagos KA
451004,Sin PQP
411581,Sin PQP
331528,Sin PQP
298398,Sin PQP
364860,Sin PQP
174065,Sin PQP
238920,Sin PQP
404615,Sin PQP
109286,Sin PQP
472008,Sin PQP
101486,Macka Ramirez
221491,Sin PQP
493360,Sin PQP
122096,Macka Ramirez
472319,Javier Peñaloza KA
42007,Franco Lagos KA
522374,Sin PQP
109722,Franco Lagos KA
532635,Sin PQP
378915,Javier Peñaloza KA
65297,Sin PQP
374473,Macka Ramirez
293990,Sin PQP
139810,Sin PQP
242495,Franco Lagos KA
532007,Sin PQP
142108,Franco Lagos KA
120919,Sin PQP
312330,Sin PQP
483805,Sin PQP
524397,Javier Peñaloza Tier
392026,Sin PQP
271551,Macka Ramirez
197795,Sin PQP
128823,Sin PQP
517990,Sin PQP
53137,Javier Peñaloza KA
381937,Sin PQP
459413,Sin PQP
301823,Franco Lagos KA
59598,Sin PQP
498978,Sin PQP
495139,Sin PQP
315849,Sin PQP
477126,Sin PQP
231117,Sin PQP
123646,Sin PQP
439502,Sin PQP
473350,Macka Ramirez
396084,Franco Lagos KA
387526,Sin PQP
42400,Sin PQP
261467,Sin PQP
329468,Sin PQP
123590,Sin PQP
65315,Sin PQP
103919,Javier Peñaloza Tier
492376,Sin PQP
202878,Sin PQP
169590,Javier Peñaloza Tier
428258,Franco Lagos KA
48818,Javier Peñaloza KA
104985,Sin PQP
397745,Sin PQP
258985,Sin PQP
527845,Sin PQP
434698,Sin PQP
59134,Sin PQP
390373,Sin PQP
326565,Sin PQP
188660,Sin PQP
5182,Sin PQP
61451,Sin PQP
474564,Sin PQP
445428,Sin PQP
458297,Sin PQP
356358,Macka Ramirez
337877,Sin PQP
123283,Sin PQP
144092,Sin PQP
501798,Sin PQP
524209,Sin PQP
422901,Sin PQP
193400,Macka Ramirez
531427,Sin PQP
421364,Sin PQP
390359,Sin PQP
530978,Sin PQP
257973,Sin PQP
161174,Sin PQP
90389,Sin PQP
134725,Sin PQP
404035,Sin PQP
151637,Macka Ramirez
448502,Sin PQP
57738,Sin PQP
46749,Sin PQP
256055,Macka Ramirez
405504,Sin PQP
105785,Franco Lagos KA
533750,Sin PQP
490493,Sin PQP
233453,Sin PQP
492557,Sin PQP
393002,Sin PQP
393953,Javier Peñaloza KA
49971,Javier Peñaloza KA
486489,Franco Lagos KA
529371,Sin PQP
459166,Sin PQP
354844,Sin PQP
178953,Sin PQP
516515,Sin PQP
500866,Sin PQP
525153,Franco Lagos KA
461210,Sin PQP
186048,Sin PQP
120084,Sin PQP
482574,Javier Peñaloza Tier
273286,Sin PQP
372634,Sin PQP
502754,Sin PQP
49369,Franco Lagos KA
509401,Sin PQP
449279,Sin PQP
496374,Sin PQP
378029,Sin PQP
47552,Franco Lagos KA
490873,Sin PQP
390772,Sin PQP
137463,Sin PQP
165727,Franco Lagos KA
399022,Sin PQP
120623,Sin PQP
187448,Sin PQP
416442,Sin PQP
170344,Franco Lagos KA
137827,Javier Peñaloza KA
87887,Sin PQP
371988,Sin PQP
181883,Sin PQP
523954,Sin PQP
434351,Sin PQP
236050,Sin PQP
148878,Sin PQP
281135,Sin PQP
415914,Sin PQP
499629,Sin PQP
477831,Sin PQP
529165,Sin PQP
302642,Sin PQP
420287,Sin PQP
198514,Franco Lagos KA
353570,Sin PQP
103601,Macka Ramirez
412969,Sin PQP
325373,Sin PQP
497560,Franco Lagos KA
49719,Sin PQP
401936,Franco Lagos KA
381857,Sin PQP
205386,Sin PQP
391881,Sin PQP
149654,Sin PQP
307027,Sin PQP
490831,Sin PQP
168224,Macka Ramirez
489890,Sin PQP
394851,Sin PQP
367053,Sin PQP
430524,Sin PQP
431728,Sin PQP
139386,Sin PQP
462068,Sin PQP
508038,Franco Lagos KA
524739,Sin PQP
128350,Franco Lagos KA
136216,Javier Peñaloza KA
523627,Franco Lagos KA
68384,Sin PQP
118160,Sin PQP
192871,Macka Ramirez
493880,Sin PQP
43117,Sin PQP
365436,Sin PQP
197963,Franco Lagos KA
358789,Sin PQP
383916,Franco Lagos KA
425070,Macka Ramirez
232602,Sin PQP
352227,Sin PQP
136836,Sin PQP
517809,Sin PQP
388280,Sin PQP
409049,Sin PQP
317629,Sin PQP
291029,Franco Lagos KA
322158,Sin PQP
410989,Macka Ramirez
458148,Sin PQP
62607,Sin PQP
529134,Sin PQP
111787,Sin PQP
511522,Sin PQP
68073,Sin PQP
368326,Sin PQP
68811,Sin PQP
99559,Franco Lagos KA
363894,Sin PQP
297462,Sin PQP
108646,Sin PQP
483864,Sin PQP
488853,Sin PQP
32403,Sin PQP
456185,Sin PQP
533864,Sin PQP
139910,Macka Ramirez
147105,Javier Peñaloza KA
395229,Franco Lagos KA
244787,Sin PQP
402947,Franco Lagos KA
199172,Sin PQP
100844,Sin PQP
471105,Sin PQP
353010,Sin PQP
463802,Sin PQP
498971,Sin PQP
66421,Sin PQP
455695,Sin PQP
229784,Sin PQP
99750,Sin PQP
62055,Javier Peñaloza KA
491918,Sin PQP
487769,Sin PQP
139865,Sin PQP
112326,Sin PQP
522728,Sin PQP
52257,Sin PQP
158913,Sin PQP
479210,Sin PQP
428418,Sin PQP
8024,Sin PQP
223959,Sin PQP
133080,Macka Ramirez
513253,Sin PQP
56899,Sin PQP
401087,Sin PQP
495166,Sin PQP
522685,Sin PQP
113634,Sin PQP
62907,Sin PQP
361808,Sin PQP
383490,Sin PQP
263454,Franco Lagos KA
442392,Sin PQP
434734,Sin PQP
288763,Sin PQP
397381,Sin PQP
185384,Sin PQP
460738,Javier Peñaloza KA
502729,Sin PQP
407334,Sin PQP
522579,Sin PQP
61141,Javier Peñaloza KA
473325,Sin PQP
517377,Sin PQP
130584,Sin PQP
120194,Sin PQP
334271,Sin PQP
532001,Sin PQP
5373,Sin PQP
474793,Sin PQP
229238,Javier Peñaloza KA
68128,Sin PQP
115683,Sin PQP
197973,Sin PQP
189643,Macka Ramirez
401655,Sin PQP
413558,Sin PQP
391231,Sin PQP
11539,Javier Peñaloza Tier
451401,Sin PQP
464501,Sin PQP
259381,Sin PQP
193158,Macka Ramirez
144752,Sin PQP
309057,Sin PQP
33544,Sin PQP
133042,Sin PQP
67310,Sin PQP
199561,Sin PQP
153705,Javier Peñaloza KA
47276,Franco Lagos KA
154820,Franco Lagos KA
508937,Sin PQP
64856,Macka Ramirez
418774,Franco Lagos KA
496082,Sin PQP
312761,Sin PQP
407748,Franco Lagos KA
133023,Sin PQP
56425,Sin PQP
528519,Sin PQP
495022,Sin PQP
341483,Sin PQP
441856,Franco Lagos KA
472434,Macka Ramirez
497773,Sin PQP
384747,Sin PQP
293831,Sin PQP
87568,Sin PQP
261452,Sin PQP
101098,Sin PQP
192878,Macka Ramirez
56920,Sin PQP
137759,Sin PQP
66497,Javier Peñaloza KA
189340,Sin PQP
459983,Sin PQP
168962,Sin PQP
197235,Javier Peñaloza KA
106647,Franco Lagos KA
138259,Macka Ramirez
531766,Javier Peñaloza Tier
477487,Sin PQP
258971,Macka Ramirez
514125,Javier Peñaloza KA
334281,Sin PQP
438975,Sin PQP
193144,Macka Ramirez
324298,Sin PQP
116250,Sin PQP
280228,Sin PQP
248378,Sin PQP
441186,Sin PQP
66228,Sin PQP
531992,Sin PQP
131977,Franco Lagos KA
452545,Sin PQP
425927,Sin PQP
103599,Macka Ramirez
518007,Sin PQP
87417,Sin PQP
312224,Franco Lagos KA
421354,Sin PQP
344526,Macka Ramirez
405060,Sin PQP
203734,Sin PQP
331188,Sin PQP
154281,Sin PQP
379880,Sin PQP
156730,Franco Lagos KA
343380,Sin PQP
156367,Franco Lagos KA
337264,Javier Peñaloza KA
485005,Sin PQP
100748,Sin PQP
382980,Sin PQP
483709,Sin PQP
510330,Sin PQP
63306,Sin PQP
447108,Sin PQP
65296,Javier Peñaloza KA
391830,Sin PQP
138007,Macka Ramirez
423514,Franco Lagos KA
204405,Sin PQP
345165,Sin PQP
422376,Sin PQP
242782,Sin PQP
189639,Macka Ramirez
18044,Sin PQP
384977,Sin PQP
288888,Sin PQP
486321,Sin PQP
278374,Franco Lagos KA
353438,Sin PQP
260838,Sin PQP
59714,Sin PQP
349361,Sin PQP
397655,Sin PQP
176730,Sin PQP
166032,Sin PQP
87765,Sin PQP
346365,Sin PQP
106007,Sin PQP
299995,Sin PQP
301112,Sin PQP
469865,Sin PQP
438974,Sin PQP
248334,Macka Ramirez
62918,Sin PQP
434766,Sin PQP
442555,Sin PQP
247366,Sin PQP
507051,Franco Lagos KA
130829,Franco Lagos KA
64321,Sin PQP
236650,Sin PQP
66558,Franco Lagos KA
498114,Sin PQP
283153,Sin PQP
186467,Sin PQP
57022,Sin PQP
236443,Sin PQP
397165,Sin PQP
222926,Macka Ramirez
509824,Sin PQP
338684,Macka Ramirez
65695,Javier Peñaloza KA
500255,Sin PQP
64894,Sin PQP
43821,Sin PQP
127319,Sin PQP
139789,Sin PQP
201150,Sin PQP
388938,Sin PQP
149076,Sin PQP
472651,Javier Peñaloza KA
491122,Macka Ramirez
48661,Sin PQP
306120,Sin PQP
532509,Sin PQP
238788,Franco Lagos KA
195072,Macka Ramirez
259268,Sin PQP
471655,Sin PQP
58559,Javier Peñaloza Tier
528485,Javier Peñaloza Tier
410337,Sin PQP
62953,Sin PQP
299638,Sin PQP
481419,Sin PQP
325733,Sin PQP
338577,Sin PQP
300385,Sin PQP
99989,Sin PQP
384257,Sin PQP
57781,Sin PQP
395715,Sin PQP
333795,Sin PQP
479746,Sin PQP
117506,Javier Peñaloza Tier
330736,Sin PQP
187323,Javier Peñaloza KA
124773,Sin PQP
185772,Franco Lagos KA
384530,Sin PQP
494418,Sin PQP
249983,Sin PQP
60398,Sin PQP
187932,Sin PQP
120086,Sin PQP
113761,Sin PQP
68714,Sin PQP
457032,Sin PQP
524633,Sin PQP
123225,Sin PQP
499756,Sin PQP
109752,Sin PQP
56650,Franco Lagos KA
424885,Sin PQP
60142,Sin PQP
66540,Sin PQP
133399,Sin PQP
228473,Sin PQP
528058,Sin PQP
299069,Sin PQP
450382,Sin PQP
250834,Sin PQP
320228,Sin PQP
62547,Javier Peñaloza Tier
471917,Sin PQP
525185,Sin PQP
379186,Sin PQP
446389,Sin PQP
303066,Sin PQP
399818,Sin PQP
482956,Sin PQP
351136,Sin PQP
453417,Sin PQP
526815,Sin PQP
447818,Sin PQP
109039,Sin PQP
354164,Macka Ramirez
442500,Sin PQP
418545,Sin PQP
173018,Franco Lagos KA
527429,Sin PQP
449721,Sin PQP
90387,Sin PQP
205771,Sin PQP
188251,Sin PQP
395476,Sin PQP
133831,Sin PQP
235252,Sin PQP
131446,Franco Lagos KA
253765,Sin PQP
514436,Sin PQP
512800,Sin PQP
328393,Sin PQP
61824,Franco Lagos KA
182980,Sin PQP
479345,Sin PQP
283501,Sin PQP
473975,Sin PQP
479502,Sin PQP
532911,Sin PQP
397888,Sin PQP
410649,Sin PQP
261754,Macka Ramirez
166672,Franco Lagos KA
51498,Sin PQP
496046,Sin PQP
479843,Sin PQP
405568,Sin PQP
258976,Macka Ramirez
144319,Sin PQP
54564,Sin PQP
481023,Sin PQP
62444,Franco Lagos KA
430225,Sin PQP
474885,Sin PQP
387973,Sin PQP
192859,Macka Ramirez
107230,Sin PQP
420656,Sin PQP
321972,Sin PQP
492897,Sin PQP
179848,Sin PQP
449747,Sin PQP
114900,Sin PQP
141524,Javier Peñaloza KA
66241,Sin PQP
339908,Macka Ramirez
64314,Sin PQP
394585,Sin PQP
51856,Franco Lagos KA
88191,Sin PQP
417353,Franco Lagos KA
530748,Sin PQP
257446,Sin PQP
261161,Sin PQP
496174,Sin PQP
261468,Sin PQP
142100,Franco Lagos KA
323155,Sin PQP
228259,Sin PQP
335072,Sin PQP
55263,Sin PQP
474645,Sin PQP
259466,Franco Lagos KA
131634,Sin PQP
243156,Franco Lagos KA
67246,Sin PQP
136847,Sin PQP
390976,Sin PQP
465109,Sin PQP
490283,Sin PQP
337990,Macka Ramirez
456520,Sin PQP
210164,Sin PQP
529768,Sin PQP
237053,Sin PQP
230653,Sin PQP
146648,Sin PQP
521518,Sin PQP
133174,Sin PQP
308931,Sin PQP
47993,Sin PQP
400869,Franco Lagos KA
370120,Sin PQP
222624,Sin PQP
236463,Sin PQP
411161,Sin PQP
178419,Sin PQP
521010,Sin PQP
139422,Sin PQP
528627,Sin PQP
35284,Sin PQP
526763,Sin PQP
329890,Sin PQP
419140,Sin PQP
433311,Sin PQP
387749,Sin PQP
163164,Sin PQP
193160,Macka Ramirez
341205,Sin PQP
57583,Javier Peñaloza KA
523505,Sin PQP
151005,Sin PQP
204717,Sin PQP
510955,Sin PQP
526559,Sin PQP
487555,Sin PQP
60816,Sin PQP
200499,Sin PQP
511242,Sin PQP
343863,Sin PQP
342611,Sin PQP
524514,Sin PQP
427185,Sin PQP
100566,Sin PQP
407348,Sin PQP
197537,Sin PQP
408486,Sin PQP
223919,Sin PQP
493348,Sin PQP
452812,Sin PQP
337718,Sin PQP
393172,Sin PQP
141196,Javier Peñaloza KA
449202,Sin PQP
132007,Sin PQP
403766,Sin PQP
442671,Sin PQP
311827,Sin PQP
517105,Macka Ramirez
146261,Macka Ramirez
221873,Sin PQP
499111,Sin PQP
220535,Sin PQP
442265,Sin PQP
321401,Sin PQP
432209,Sin PQP
98953,Sin PQP
119924,Sin PQP
512030,Sin PQP
510302,Sin PQP
63622,Javier Peñaloza KA
518351,Sin PQP
451270,Sin PQP
43611,Sin PQP
123729,Sin PQP
189998,Macka Ramirez
479840,Sin PQP
65485,Sin PQP
503400,Sin PQP
474232,Sin PQP
229031,Sin PQP
221856,Sin PQP
231695,Javier Peñaloza KA
193140,Macka Ramirez
446866,Sin PQP
55992,Sin PQP
200155,Sin PQP
514947,Franco Lagos KA
441057,Sin PQP
88179,Sin PQP
499663,Sin PQP
420223,Sin PQP
103134,Sin PQP
115362,Javier Peñaloza KA
222464,Sin PQP
522292,Sin PQP
88657,Javier Peñaloza KA
424001,Sin PQP
524192,Sin PQP
516772,Sin PQP
375870,Franco Lagos KA
415495,Sin PQP
502245,Sin PQP
387867,Javier Peñaloza KA
461422,Javier Peñaloza KA
469854,Sin PQP
456105,Sin PQP
442310,Sin PQP
448571,Sin PQP
371307,Sin PQP
397566,Sin PQP
396179,Sin PQP
332094,Sin PQP
321095,Sin PQP
139264,Sin PQP
357661,Sin PQP
501381,Sin PQP
158964,Sin PQP
103658,Sin PQP
478947,Sin PQP
115158,Sin PQP
191187,Sin PQP
133488,Sin PQP
173521,Sin PQP
222341,Sin PQP
479919,Sin PQP
102930,Sin PQP
282043,Sin PQP
267397,Sin PQP
423294,Sin PQP
530847,Sin PQP
148512,Sin PQP
165931,Franco Lagos KA
529113,Sin PQP
46948,Sin PQP
56073,Sin PQP
31901,Sin PQP
433051,Sin PQP
503847,Sin PQP
176203,Franco Lagos KA
193113,Macka Ramirez
124996,Sin PQP
504479,Sin PQP
138323,Sin PQP
492446,Franco Lagos KA
433426,Macka Ramirez
27154,Sin PQP
146785,Sin PQP
409003,Sin PQP
133434,Sin PQP
490936,Sin PQP
279901,Sin PQP
305482,Javier Peñaloza Tier
221866,Javier Peñaloza Tier
516463,Sin PQP
224443,Sin PQP
487331,Sin PQP
174140,Franco Lagos KA
193161,Macka Ramirez
524117,Sin PQP
61730,Sin PQP
470199,Sin PQP
54799,Sin PQP
492486,Sin PQP
382590,Franco Lagos KA
183636,Sin PQP
304091,Javier Peñaloza KA
67059,Sin PQP
514069,Sin PQP
394652,Sin PQP
481501,Sin PQP
140522,Franco Lagos KA
497647,Sin PQP
393366,Sin PQP
362435,Sin PQP
310664,Sin PQP
116969,Sin PQP
135023,Sin PQP
438560,Sin PQP
105861,Sin PQP
62763,Sin PQP
232641,Sin PQP
269577,Sin PQP
479344,Sin PQP
495454,Franco Lagos KA
498479,Sin PQP
483268,Sin PQP
193491,Sin PQP
56900,Sin PQP
127716,Sin PQP
385991,Sin PQP
502781,Sin PQP
192858,Macka Ramirez
374359,Sin PQP
472848,Sin PQP
432221,Javier Peñaloza KA
486459,Sin PQP
381723,Sin PQP
464164,Sin PQP
90183,Sin PQP
193137,Macka Ramirez
301940,Sin PQP
448610,Franco Lagos KA
513033,Sin PQP
221086,Franco Lagos KA
270443,Sin PQP
174075,Franco Lagos KA
56965,Sin PQP
528958,Sin PQP
101177,Sin PQP
419535,Sin PQP
361813,Sin PQP
521033,Sin PQP
235651,Sin PQP
146264,Macka Ramirez
383464,Sin PQP
143874,Franco Lagos KA
504860,Sin PQP
529414,Sin PQP
187517,Macka Ramirez
47279,Franco Lagos KA
396497,Sin PQP
508574,Sin PQP
403270,Sin PQP
39950,Sin PQP
398541,Sin PQP
448493,Franco Lagos KA
426888,Sin PQP
277689,Sin PQP
422640,Sin PQP
255874,Javier Peñaloza KA
15792,Sin PQP
103710,Sin PQP
234835,Sin PQP
391678,Sin PQP
63567,Sin PQP
111903,Javier Peñaloza KA
343036,Franco Lagos KA
111381,Sin PQP
148645,Macka Ramirez
61392,Sin PQP
