Partner ID,PQP Feb 25
146908,Franco Lagos KA
238413,Sin PQP
455223,Sin PQP
270278,Macka Ramirez
394932,Sin PQP
527645,Sin PQP
125383,Sin PQP
441567,Sin PQP
495269,Sin PQP
388559,Sin PQP
136214,Javier Peñaloza KA
498602,Sin PQP
442140,Sin PQP
487773,Sin PQP
497945,Sin PQP
234849,Sin PQP
289199,Sin PQP
456595,Sin PQP
137859,Sin PQP
199786,Sin PQP
171780,Sin PQP
498910,Sin PQP
451411,Sin PQP
125285,Sin PQP
363464,Sin PQP
243911,Sin PQP
499476,Sin PQP
194889,Franco Lagos KA
363814,Sin PQP
178420,Sin PQP
58343,Sin PQP
529721,Sin PQP
475338,Sin PQP
221022,Sin PQP
471934,Sin PQP
384673,Sin PQP
383540,Sin PQP
522490,Sin PQP
298262,Sin PQP
335690,Sin PQP
408552,Sin PQP
438444,Sin PQP
302341,Sin PQP
159515,Sin PQP
417646,Sin PQP
290868,Sin PQP
533799,Sin PQP
530818,Sin PQP
493027,Sin PQP
472567,Sin PQP
183559,Sin PQP
330809,Sin PQP
340087,Sin PQP
284461,Sin PQP
297216,Sin PQP
444733,Sin PQP
193184,Macka Ramirez
436210,Sin PQP
222354,Sin PQP
155475,Sin PQP
136806,Sin PQP
394675,Sin PQP
406968,Sin PQP
514773,Sin PQP
449282,Sin PQP
411231,Sin PQP
486368,Sin PQP
269730,Sin PQP
144051,Sin PQP
521821,Sin PQP
468447,Sin PQP
132319,Sin PQP
391623,Sin PQP
464759,Sin PQP
292604,Sin PQP
147824,Macka Ramirez
246231,Macka Ramirez
534350,Franco Lagos KA
375926,Sin PQP
476854,Sin PQP
164930,Sin PQP
190610,Sin PQP
443570,Sin PQP
256768,Sin PQP
478075,Sin PQP
364653,Sin PQP
394645,Sin PQP
420143,Sin PQP
424897,Franco Lagos KA
517353,Sin PQP
325941,Sin PQP
146395,Sin PQP
240653,Sin PQP
506178,Sin PQP
513447,Javier Peñaloza KA
364559,Sin PQP
503908,Sin PQP
173193,Sin PQP
199656,Sin PQP
348250,Franco Lagos KA
361501,Sin PQP
65312,Sin PQP
446537,Sin PQP
449612,Sin PQP
491159,Sin PQP
255864,Sin PQP
487214,Sin PQP
475019,Franco Lagos KA
456098,Sin PQP
32253,Sin PQP
109772,Franco Lagos KA
469477,Sin PQP
326170,Sin PQP
371623,Sin PQP
61736,Sin PQP
358828,Sin PQP
100369,Sin PQP
88563,Sin PQP
327273,Sin PQP
184625,Sin PQP
355347,Sin PQP
121853,Macka Ramirez
133764,Sin PQP
231792,Sin PQP
187314,Sin PQP
159975,Javier Peñaloza KA
440058,Sin PQP
479408,Sin PQP
499568,Sin PQP
107509,Sin PQP
62317,Franco Lagos KA
532023,Sin PQP
166875,Macka Ramirez
169122,Sin PQP
316184,Sin PQP
422135,Sin PQP
476218,Sin PQP
346124,Sin PQP
401371,Sin PQP
396861,Franco Lagos KA
176882,Sin PQP
516321,Sin PQP
408992,Sin PQP
329740,Franco Lagos KA
176275,Franco Lagos KA
157614,Sin PQP
374352,Sin PQP
478246,Sin PQP
414661,Sin PQP
526161,Sin PQP
355631,Sin PQP
482962,Sin PQP
64412,Sin PQP
504549,Sin PQP
511510,Sin PQP
470425,Sin PQP
424577,Franco Lagos KA
131304,Sin PQP
143251,Sin PQP
67965,Sin PQP
497814,Sin PQP
179594,Sin PQP
120909,Javier Peñaloza KA
148872,Franco Lagos KA
526371,Franco Lagos KA
247968,Macka Ramirez
274396,Sin PQP
416785,Sin PQP
415399,Sin PQP
235247,Sin PQP
491550,Sin PQP
332921,Sin PQP
431474,Sin PQP
490439,Sin PQP
353623,Sin PQP
144315,Sin PQP
488442,Franco Lagos KA
476526,Sin PQP
496958,Sin PQP
479321,Sin PQP
517152,Sin PQP
130207,Sin PQP
511965,Sin PQP
532712,Sin PQP
528340,Sin PQP
177882,Macka Ramirez
530566,Sin PQP
503839,Sin PQP
222487,Sin PQP
456175,Sin PQP
411775,Sin PQP
41107,Sin PQP
65120,Sin PQP
451160,Sin PQP
144965,Sin PQP
463795,Sin PQP
59181,Sin PQP
503046,Sin PQP
370190,Sin PQP
470996,Sin PQP
318689,Sin PQP
487188,Sin PQP
462728,Sin PQP
185132,Sin PQP
166605,Sin PQP
504516,Sin PQP
356391,Sin PQP
475064,Sin PQP
449194,Sin PQP
502251,Sin PQP
459699,Sin PQP
459898,Sin PQP
459648,Sin PQP
477209,Sin PQP
377084,Sin PQP
238320,Javier Peñaloza Tier
181873,Sin PQP
387889,Sin PQP
343023,Sin PQP
119891,Sin PQP
526082,Sin PQP
493019,Sin PQP
390210,Sin PQP
479319,Sin PQP
523867,Sin PQP
422024,Macka Ramirez
176877,Sin PQP
68768,Sin PQP
107564,Sin PQP
61733,Javier Peñaloza KA
284194,Sin PQP
334378,Sin PQP
128825,Sin PQP
193354,Sin PQP
399058,Sin PQP
478570,Sin PQP
534288,Sin PQP
371140,Sin PQP
522080,Sin PQP
259875,Sin PQP
368115,Macka Ramirez
161850,Sin PQP
199054,Sin PQP
11513,Javier Peñaloza KA
514117,Sin PQP
283134,Sin PQP
166549,Sin PQP
421752,Sin PQP
333000,Sin PQP
50385,Sin PQP
361886,Franco Lagos KA
295513,Sin PQP
6219,Sin PQP
141607,Sin PQP
336852,Sin PQP
284208,Sin PQP
113638,Sin PQP
338520,Macka Ramirez
313137,Franco Lagos KA
245116,Sin PQP
325634,Sin PQP
106008,Sin PQP
44663,Franco Lagos KA
430158,Sin PQP
383474,Sin PQP
181889,Sin PQP
396042,Sin PQP
122463,Sin PQP
485345,Sin PQP
290548,Sin PQP
519484,Sin PQP
504036,Sin PQP
382886,Sin PQP
504048,Sin PQP
301960,Sin PQP
290265,Sin PQP
488599,Sin PQP
499871,Sin PQP
120298,Sin PQP
399293,Sin PQP
509389,Sin PQP
342403,Sin PQP
241076,Sin PQP
494699,Sin PQP
112672,Sin PQP
446740,Sin PQP
195665,Sin PQP
29755,Sin PQP
392994,Sin PQP
147432,Sin PQP
482756,Sin PQP
511994,Sin PQP
404987,Sin PQP
482259,Sin PQP
187573,Sin PQP
187496,Sin PQP
477984,Sin PQP
174193,Sin PQP
505578,Sin PQP
506190,Sin PQP
419764,Sin PQP
402219,Sin PQP
117610,Sin PQP
87617,Sin PQP
305638,Sin PQP
308000,Sin PQP
55495,Sin PQP
456226,Sin PQP
110113,Sin PQP
532637,Javier Peñaloza KA
224460,Sin PQP
416438,Franco Lagos KA
466787,Sin PQP
517970,Sin PQP
490090,Sin PQP
91259,Sin PQP
258002,Sin PQP
423792,Sin PQP
87539,Sin PQP
163141,Sin PQP
115161,Sin PQP
400563,Franco Lagos KA
408994,Sin PQP
510607,Sin PQP
402450,Sin PQP
529014,Sin PQP
335682,Sin PQP
455748,Sin PQP
512477,Sin PQP
499465,Sin PQP
348068,Sin PQP
293546,Sin PQP
526376,Sin PQP
532025,Sin PQP
433590,Sin PQP
502808,Sin PQP
470520,Sin PQP
115870,Sin PQP
509206,Sin PQP
67487,Sin PQP
192120,Sin PQP
526214,Sin PQP
375843,Sin PQP
119370,Macka Ramirez
528623,Sin PQP
518129,Sin PQP
256555,Franco Lagos KA
278723,Sin PQP
421877,Sin PQP
526180,Sin PQP
524402,Sin PQP
433787,Macka Ramirez
364027,Sin PQP
432312,Sin PQP
287121,Sin PQP
501870,Sin PQP
111922,Sin PQP
134559,Macka Ramirez
205300,Sin PQP
507059,Sin PQP
202290,Sin PQP
373742,Sin PQP
205193,Sin PQP
345555,Sin PQP
111117,Sin PQP
333657,Sin PQP
106516,Franco Lagos KA
187320,Sin PQP
527108,Sin PQP
321472,Sin PQP
163655,Sin PQP
530389,Sin PQP
464667,Sin PQP
515485,Sin PQP
195444,Sin PQP
65150,Sin PQP
513297,Sin PQP
59845,Franco Lagos KA
166133,Sin PQP
240658,Sin PQP
482503,Sin PQP
301554,Sin PQP
498792,Sin PQP
534802,Javier Peñaloza KA
107266,Sin PQP
377592,Macka Ramirez
374542,Sin PQP
66622,Sin PQP
248703,Sin PQP
359894,Sin PQP
331700,Sin PQP
161058,Sin PQP
258968,Macka Ramirez
520274,Sin PQP
118300,Sin PQP
325163,Sin PQP
413248,Sin PQP
112443,Sin PQP
442499,Sin PQP
484847,Sin PQP
359514,Sin PQP
193189,Macka Ramirez
231970,Sin PQP
406788,Sin PQP
30942,Javier Peñaloza Tier
533865,Sin PQP
496104,Sin PQP
112765,Sin PQP
517987,Sin PQP
141057,Sin PQP
434218,Franco Lagos KA
59001,Sin PQP
389997,Sin PQP
400298,Javier Peñaloza Tier
40917,Sin PQP
142275,Sin PQP
34954,Sin PQP
491601,Sin PQP
475759,Sin PQP
528094,Sin PQP
457409,Sin PQP
476829,Sin PQP
487026,Sin PQP
418655,Sin PQP
55266,Franco Lagos KA
444812,Sin PQP
410238,Sin PQP
169810,Sin PQP
64868,Sin PQP
348271,Sin PQP
470480,Sin PQP
119533,Sin PQP
220660,Sin PQP
475017,Franco Lagos KA
448710,Sin PQP
139536,Sin PQP
514086,Sin PQP
498601,Sin PQP
386203,Sin PQP
476951,Sin PQP
352035,Sin PQP
505825,Sin PQP
284338,Sin PQP
342248,Sin PQP
130333,Sin PQP
412323,Sin PQP
223970,Sin PQP
227767,Sin PQP
271143,Sin PQP
54737,Javier Peñaloza KA
120299,Sin PQP
62110,Sin PQP
442603,Sin PQP
336126,Sin PQP
496419,Sin PQP
291288,Sin PQP
455646,Sin PQP
261929,Sin PQP
442938,Sin PQP
491278,Sin PQP
319646,Macka Ramirez
510906,Sin PQP
409902,Sin PQP
361362,Macka Ramirez
460970,Sin PQP
434935,Sin PQP
433038,Sin PQP
478449,Sin PQP
493819,Sin PQP
221858,Sin PQP
442663,Sin PQP
356475,Sin PQP
161967,Sin PQP
532725,Javier Peñaloza KA
110428,Sin PQP
402190,Sin PQP
203599,Sin PQP
445138,Sin PQP
365788,Sin PQP
99321,Sin PQP
531325,Sin PQP
529785,Sin PQP
244788,Sin PQP
483919,Sin PQP
57025,Sin PQP
153534,Franco Lagos KA
488404,Franco Lagos KA
198535,Sin PQP
432310,Sin PQP
182381,Sin PQP
134560,Macka Ramirez
409723,Sin PQP
530379,Sin PQP
377712,Sin PQP
198562,Sin PQP
512898,Sin PQP
400464,Javier Peñaloza Tier
65625,Sin PQP
193094,Macka Ramirez
483702,Sin PQP
460735,Sin PQP
535937,Sin PQP
457033,Sin PQP
507954,Sin PQP
131162,Sin PQP
529995,Sin PQP
316005,Sin PQP
495780,Sin PQP
362122,Macka Ramirez
355695,Sin PQP
438162,Macka Ramirez
100925,Sin PQP
219015,Sin PQP
104916,Sin PQP
528230,Sin PQP
43835,Sin PQP
49142,Sin PQP
396601,Sin PQP
131052,Macka Ramirez
476333,Sin PQP
467829,Sin PQP
375092,Sin PQP
423899,Sin PQP
485399,Sin PQP
186497,Sin PQP
526902,Sin PQP
323700,Sin PQP
399330,Sin PQP
526929,Sin PQP
119364,Sin PQP
64315,Sin PQP
463571,Sin PQP
286871,Sin PQP
91184,Sin PQP
513954,Sin PQP
43898,Sin PQP
54660,Javier Peñaloza KA
475224,Sin PQP
442314,Sin PQP
517480,Sin PQP
237960,Sin PQP
528943,Sin PQP
519726,Sin PQP
399613,Sin PQP
193128,Macka Ramirez
430170,Macka Ramirez
55284,Sin PQP
336853,Sin PQP
525513,Sin PQP
513464,Sin PQP
516854,Sin PQP
119935,Sin PQP
154521,Sin PQP
360721,Macka Ramirez
173344,Sin PQP
421797,Sin PQP
517047,Sin PQP
342139,Sin PQP
243169,Sin PQP
347319,Sin PQP
131427,Macka Ramirez
7698,Sin PQP
522633,Sin PQP
2372,Sin PQP
518268,Sin PQP
491064,Sin PQP
444026,Sin PQP
519887,Javier Peñaloza KA
529707,Sin PQP
330017,Sin PQP
362126,Macka Ramirez
246281,Macka Ramirez
473726,Sin PQP
348246,Sin PQP
530917,Javier Peñaloza KA
503055,Sin PQP
495447,Franco Lagos KA
334430,Sin PQP
318437,Sin PQP
230742,Sin PQP
163717,Sin PQP
522657,Sin PQP
417296,Sin PQP
459734,Macka Ramirez
65314,Sin PQP
392522,Sin PQP
127729,Sin PQP
194765,Sin PQP
514999,Sin PQP
117678,Sin PQP
481583,Sin PQP
232624,Sin PQP
147433,Sin PQP
55278,Sin PQP
533556,Sin PQP
517894,Sin PQP
53729,Sin PQP
101395,Sin PQP
301977,Sin PQP
202426,Sin PQP
446606,Sin PQP
509952,Sin PQP
300256,Sin PQP
328515,Sin PQP
348333,Sin PQP
488730,Sin PQP
470018,Sin PQP
128593,Sin PQP
471785,Sin PQP
323435,Sin PQP
386524,Sin PQP
344929,Sin PQP
465331,Sin PQP
396773,Sin PQP
445446,Sin PQP
146868,Macka Ramirez
524329,Sin PQP
519974,Sin PQP
381837,Sin PQP
230374,Sin PQP
204678,Sin PQP
518159,Sin PQP
481431,Sin PQP
423285,Sin PQP
60946,Sin PQP
476397,Sin PQP
379940,Sin PQP
490433,Sin PQP
358781,Sin PQP
370769,Sin PQP
166409,Sin PQP
490801,Sin PQP
527554,Sin PQP
305978,Sin PQP
463476,Sin PQP
275708,Sin PQP
414964,Sin PQP
513177,Sin PQP
396739,Sin PQP
494017,Sin PQP
122558,Sin PQP
387761,Sin PQP
532019,Sin PQP
434818,Sin PQP
324198,Sin PQP
527130,Sin PQP
424002,Sin PQP
450358,Sin PQP
408000,Sin PQP
499294,Sin PQP
467876,Sin PQP
527647,Sin PQP
348891,Sin PQP
509227,Sin PQP
104482,Sin PQP
429889,Sin PQP
108738,Sin PQP
530811,Sin PQP
192877,Macka Ramirez
495136,Sin PQP
165871,Sin PQP
315221,Sin PQP
322653,Sin PQP
234301,Sin PQP
346698,Sin PQP
104946,Sin PQP
513427,Javier Peñaloza KA
517631,Sin PQP
494709,Sin PQP
161682,Sin PQP
520309,Sin PQP
406277,Sin PQP
298185,Sin PQP
422460,Sin PQP
384480,Sin PQP
500561,Sin PQP
203959,Sin PQP
62524,Sin PQP
307928,Sin PQP
488271,Sin PQP
499724,Sin PQP
508410,Sin PQP
336976,Sin PQP
192897,Sin PQP
29754,Sin PQP
155382,Javier Peñaloza KA
413860,Sin PQP
410100,Sin PQP
167109,Sin PQP
477552,Sin PQP
391524,Sin PQP
391581,Sin PQP
441427,Sin PQP
340395,Sin PQP
445830,Sin PQP
528374,Sin PQP
237333,Sin PQP
414260,Sin PQP
150978,Sin PQP
109646,Sin PQP
325317,Sin PQP
88833,Sin PQP
480808,Sin PQP
269646,Sin PQP
131824,Sin PQP
227171,Sin PQP
421160,Sin PQP
509882,Sin PQP
526104,Sin PQP
138703,Sin PQP
346528,Sin PQP
193183,Macka Ramirez
338342,Sin PQP
533170,Sin PQP
517811,Sin PQP
53143,Sin PQP
345202,Sin PQP
509937,Sin PQP
325759,Sin PQP
530404,Sin PQP
481600,Sin PQP
283915,Sin PQP
449540,Sin PQP
198894,Sin PQP
353812,Javier Peñaloza KA
478249,Sin PQP
522330,Sin PQP
328881,Sin PQP
60198,Sin PQP
433475,Sin PQP
337375,Sin PQP
472643,Sin PQP
454321,Sin PQP
172200,Sin PQP
434337,Sin PQP
410888,Sin PQP
424890,Sin PQP
63834,Sin PQP
173010,Franco Lagos KA
467766,Sin PQP
499404,Macka Ramirez
166663,Macka Ramirez
478433,Sin PQP
187697,Sin PQP
185069,Macka Ramirez
462917,Sin PQP
58348,Javier Peñaloza KA
406583,Sin PQP
525738,Sin PQP
509944,Sin PQP
469922,Sin PQP
493105,Sin PQP
238172,Sin PQP
233061,Sin PQP
519956,Sin PQP
54971,Sin PQP
443518,Sin PQP
294957,Sin PQP
478266,Sin PQP
493004,Sin PQP
165531,Sin PQP
292206,Sin PQP
201314,Sin PQP
193403,Macka Ramirez
331842,Sin PQP
501753,Sin PQP
291857,Sin PQP
159529,Sin PQP
171206,Sin PQP
101017,Sin PQP
446160,Sin PQP
496862,Sin PQP
451939,Sin PQP
473977,Sin PQP
432800,Sin PQP
488401,Sin PQP
528866,Sin PQP
355662,Macka Ramirez
298901,Sin PQP
371590,Sin PQP
280166,Sin PQP
422426,Sin PQP
481171,Sin PQP
342786,Sin PQP
457358,Sin PQP
491062,Sin PQP
483679,Sin PQP
360426,Sin PQP
109121,Sin PQP
1996,Sin PQP
502919,Sin PQP
296666,Sin PQP
509386,Sin PQP
315714,Sin PQP
117253,Sin PQP
172196,Sin PQP
429558,Sin PQP
502580,Sin PQP
282874,Sin PQP
449462,Sin PQP
501233,Sin PQP
87398,Sin PQP
181066,Sin PQP
477983,Sin PQP
145857,Sin PQP
515465,Sin PQP
527904,Sin PQP
364574,Macka Ramirez
275402,Sin PQP
61407,Franco Lagos KA
404150,Sin PQP
259114,Macka Ramirez
256593,Sin PQP
470428,Sin PQP
164789,Sin PQP
59009,Sin PQP
370903,Sin PQP
193127,Macka Ramirez
518953,Sin PQP
519501,Sin PQP
451360,Sin PQP
485671,Sin PQP
503824,Sin PQP
320776,Sin PQP
448447,Sin PQP
439761,Sin PQP
201102,Sin PQP
60122,Sin PQP
121847,Macka Ramirez
491849,Sin PQP
523634,Sin PQP
408993,Sin PQP
193139,Macka Ramirez
512269,Sin PQP
160023,Sin PQP
379878,Sin PQP
138770,Sin PQP
229070,Sin PQP
427586,Sin PQP
88195,Sin PQP
491877,Sin PQP
200132,Javier Peñaloza KA
373020,Sin PQP
271562,Franco Lagos KA
491888,Sin PQP
368860,Sin PQP
357971,Sin PQP
286265,Sin PQP
514118,Sin PQP
27522,Sin PQP
60916,Sin PQP
172305,Franco Lagos KA
498311,Macka Ramirez
307604,Sin PQP
483461,Sin PQP
486600,Sin PQP
106545,Franco Lagos KA
400587,Sin PQP
124201,Sin PQP
523860,Sin PQP
474657,Macka Ramirez
408657,Sin PQP
370141,Sin PQP
424908,Sin PQP
343895,Sin PQP
441985,Sin PQP
532003,Sin PQP
101809,Sin PQP
530456,Sin PQP
480287,Sin PQP
526447,Sin PQP
453848,Macka Ramirez
524731,Sin PQP
300710,Franco Lagos KA
101452,Sin PQP
233422,Sin PQP
485251,Sin PQP
524377,Sin PQP
119695,Sin PQP
522765,Sin PQP
171615,Franco Lagos KA
443548,Sin PQP
56278,Sin PQP
503782,Sin PQP
190906,Sin PQP
499334,Sin PQP
509890,Sin PQP
533499,Sin PQP
317838,Sin PQP
484903,Sin PQP
193185,Macka Ramirez
502478,Sin PQP
527292,Sin PQP
505619,Sin PQP
34376,Sin PQP
522399,Sin PQP
151233,Franco Lagos KA
399120,Sin PQP
502447,Sin PQP
228972,Sin PQP
63345,Sin PQP
199273,Sin PQP
505630,Franco Lagos KA
484338,Sin PQP
455976,Sin PQP
65478,Sin PQP
59219,Sin PQP
105464,Sin PQP
179181,Sin PQP
423776,Sin PQP
391959,Sin PQP
526791,Javier Peñaloza KA
497775,Sin PQP
143905,Franco Lagos KA
418986,Sin PQP
198524,Sin PQP
476045,Sin PQP
99668,Sin PQP
295499,Sin PQP
226732,Sin PQP
399792,Sin PQP
124913,Sin PQP
384700,Sin PQP
122597,Sin PQP
163149,Sin PQP
408988,Sin PQP
527087,Sin PQP
370906,Sin PQP
460359,Sin PQP
395269,Sin PQP
492596,Sin PQP
506227,Sin PQP
193178,Macka Ramirez
482254,Franco Lagos KA
62875,Sin PQP
140721,Sin PQP
362706,Sin PQP
345196,Sin PQP
55275,Sin PQP
157767,Sin PQP
333670,Sin PQP
508348,Sin PQP
368779,Sin PQP
133942,Sin PQP
455215,Sin PQP
29653,Sin PQP
484480,Sin PQP
357479,Sin PQP
457011,Sin PQP
437402,Sin PQP
162066,Macka Ramirez
64530,Sin PQP
147850,Macka Ramirez
484968,Sin PQP
531101,Sin PQP
530112,Sin PQP
528395,Sin PQP
478667,Sin PQP
185204,Sin PQP
199579,Sin PQP
234685,Sin PQP
473398,Sin PQP
378348,Sin PQP
261666,Sin PQP
461802,Sin PQP
436726,Sin PQP
63224,Sin PQP
179464,Sin PQP
65983,Sin PQP
29318,Sin PQP
461644,Sin PQP
521511,Sin PQP
295274,Sin PQP
390966,Sin PQP
274124,Sin PQP
165783,Sin PQP
344398,Sin PQP
243228,Sin PQP
532727,Sin PQP
419842,Sin PQP
423619,Sin PQP
425043,Macka Ramirez
525007,Sin PQP
466352,Sin PQP
356332,Sin PQP
167550,Macka Ramirez
63231,Sin PQP
407954,Sin PQP
483122,Sin PQP
449649,Sin PQP
456273,Franco Lagos KA
495905,Sin PQP
411823,Sin PQP
161880,Sin PQP
444277,Sin PQP
144245,Sin PQP
532785,Sin PQP
43715,Sin PQP
426832,Sin PQP
315192,Sin PQP
535053,Sin PQP
526764,Sin PQP
495251,Sin PQP
362138,Sin PQP
308324,Sin PQP
508160,Sin PQP
125017,Sin PQP
487556,Sin PQP
170351,Franco Lagos KA
68197,Sin PQP
532215,Sin PQP
478432,Sin PQP
61375,Sin PQP
339616,Sin PQP
310990,Sin PQP
265129,Sin PQP
89294,Sin PQP
524391,Sin PQP
520950,Sin PQP
109101,Sin PQP
204473,Sin PQP
532564,Sin PQP
224484,Sin PQP
519272,Sin PQP
347695,Sin PQP
529744,Sin PQP
164266,Sin PQP
492601,Sin PQP
364757,Sin PQP
532861,Sin PQP
473253,Sin PQP
445052,Sin PQP
478626,Sin PQP
420230,Sin PQP
343946,Sin PQP
532748,Sin PQP
309104,Sin PQP
326243,Sin PQP
151613,Sin PQP
531344,Sin PQP
528741,Macka Ramirez
495162,Sin PQP
199940,Sin PQP
156181,Macka Ramirez
476328,Sin PQP
315710,Sin PQP
395525,Sin PQP
472307,Sin PQP
299977,Sin PQP
332589,Sin PQP
165974,Sin PQP
410905,Sin PQP
171604,Franco Lagos KA
442250,Sin PQP
115303,Sin PQP
491315,Sin PQP
36361,Sin PQP
182717,Sin PQP
496144,Sin PQP
498811,Sin PQP
384378,Sin PQP
519997,Sin PQP
233825,Sin PQP
434985,Sin PQP
443033,Sin PQP
154937,Sin PQP
280211,Sin PQP
507736,Sin PQP
159750,Sin PQP
449394,Sin PQP
171997,Sin PQP
105492,Sin PQP
399184,Sin PQP
501266,Sin PQP
451605,Sin PQP
104683,Sin PQP
525246,Sin PQP
103087,Sin PQP
193177,Macka Ramirez
61872,Sin PQP
527833,Sin PQP
348949,Sin PQP
533229,Sin PQP
419394,Sin PQP
141768,Sin PQP
523856,Franco Lagos KA
503242,Sin PQP
486838,Sin PQP
527880,Sin PQP
511593,Sin PQP
101424,Sin PQP
250602,Sin PQP
491361,Sin PQP
448751,Franco Lagos KA
258872,Sin PQP
398412,Sin PQP
433321,Sin PQP
530547,Sin PQP
514723,Sin PQP
435838,Sin PQP
63268,Sin PQP
356174,Sin PQP
54161,Sin PQP
526041,Sin PQP
35834,Sin PQP
193032,Macka Ramirez
535160,Sin PQP
462924,Sin PQP
444147,Sin PQP
518393,Franco Lagos KA
495602,Sin PQP
487382,Sin PQP
269518,Sin PQP
320995,Sin PQP
529142,Sin PQP
138443,Sin PQP
384484,Sin PQP
483021,Sin PQP
371561,Franco Lagos KA
374196,Sin PQP
448876,Sin PQP
131878,Macka Ramirez
487923,Sin PQP
260717,Sin PQP
63860,Sin PQP
478060,Sin PQP
494014,Sin PQP
464713,Sin PQP
493563,Sin PQP
147094,Sin PQP
314872,Sin PQP
510934,Sin PQP
140346,Sin PQP
64028,Sin PQP
150970,Macka Ramirez
483992,Sin PQP
453915,Sin PQP
119298,Sin PQP
105218,Sin PQP
494428,Sin PQP
246235,Macka Ramirez
289328,Sin PQP
267948,Sin PQP
182363,Sin PQP
340342,Sin PQP
294476,Sin PQP
323350,Sin PQP
483097,Sin PQP
99991,Sin PQP
480817,Sin PQP
293793,Sin PQP
472923,Macka Ramirez
149828,Sin PQP
333754,Sin PQP
388857,Sin PQP
465992,Sin PQP
360336,Sin PQP
62941,Sin PQP
467131,Sin PQP
466709,Sin PQP
494901,Sin PQP
487330,Sin PQP
348696,Sin PQP
523544,Sin PQP
461648,Sin PQP
502378,Sin PQP
426959,Sin PQP
311118,Sin PQP
500741,Sin PQP
452759,Sin PQP
522401,Sin PQP
534090,Sin PQP
270158,Sin PQP
385014,Sin PQP
410790,Sin PQP
486979,Sin PQP
314552,Sin PQP
516645,Sin PQP
478360,Sin PQP
523461,Sin PQP
516778,Sin PQP
434128,Sin PQP
316827,Sin PQP
231231,Macka Ramirez
522726,Sin PQP
251980,Sin PQP
472728,Sin PQP
520605,Sin PQP
186729,Javier Peñaloza Tier
237782,Sin PQP
451634,Sin PQP
31040,Sin PQP
130459,Sin PQP
119637,Sin PQP
115398,Sin PQP
353761,Sin PQP
347316,Sin PQP
109377,Sin PQP
173006,Franco Lagos KA
7315,Sin PQP
517632,Sin PQP
458571,Franco Lagos KA
58693,Sin PQP
413998,Sin PQP
133912,Sin PQP
238829,Sin PQP
376758,Sin PQP
516084,Sin PQP
427353,Sin PQP
509233,Sin PQP
472630,Macka Ramirez
101409,Sin PQP
394377,Sin PQP
193052,Macka Ramirez
402298,Sin PQP
133189,Sin PQP
309706,Sin PQP
107227,Sin PQP
439186,Sin PQP
343914,Sin PQP
523825,Sin PQP
403252,Sin PQP
403203,Sin PQP
266595,Sin PQP
200898,Sin PQP
478623,Sin PQP
348505,Sin PQP
529213,Sin PQP
473234,Sin PQP
261464,Macka Ramirez
497225,Sin PQP
60717,Sin PQP
134602,Macka Ramirez
127857,Macka Ramirez
507769,Sin PQP
259478,Sin PQP
521443,Sin PQP
490977,Sin PQP
460969,Franco Lagos KA
506748,Sin PQP
389273,Sin PQP
290713,Sin PQP
415123,Franco Lagos KA
532164,Franco Lagos KA
244008,Sin PQP
514099,Franco Lagos KA
417070,Sin PQP
307280,Sin PQP
430197,Sin PQP
522236,Sin PQP
384259,Sin PQP
373746,Sin PQP
514827,Sin PQP
507683,Sin PQP
205378,Sin PQP
501917,Sin PQP
156701,Sin PQP
100575,Macka Ramirez
345986,Sin PQP
49988,Sin PQP
457117,Sin PQP
55884,Sin PQP
520687,Sin PQP
487590,Sin PQP
522831,Sin PQP
535706,Javier Peñaloza KA
285360,Sin PQP
322632,Sin PQP
413476,Sin PQP
7303,Sin PQP
385297,Sin PQP
47138,Franco Lagos KA
322674,Sin PQP
507592,Sin PQP
498644,Sin PQP
341780,Sin PQP
470578,Sin PQP
141034,Sin PQP
368889,Sin PQP
314071,Sin PQP
459207,Sin PQP
63718,Sin PQP
413556,Sin PQP
119385,Sin PQP
422177,Sin PQP
331840,Sin PQP
487178,Sin PQP
118703,Sin PQP
11500,Javier Peñaloza KA
234664,Sin PQP
236560,Sin PQP
303680,Sin PQP
493687,Sin PQP
398769,Sin PQP
187782,Sin PQP
373872,Sin PQP
109681,Sin PQP
134100,Sin PQP
495034,Sin PQP
227275,Macka Ramirez
33724,Sin PQP
430936,Sin PQP
424889,Sin PQP
285099,Sin PQP
193922,Sin PQP
442647,Sin PQP
340468,Sin PQP
470116,Sin PQP
259378,Sin PQP
108507,Sin PQP
386888,Sin PQP
101510,Macka Ramirez
119725,Sin PQP
396729,Sin PQP
117709,Sin PQP
194936,Sin PQP
143362,Sin PQP
62421,Sin PQP
351927,Sin PQP
397169,Sin PQP
113043,Sin PQP
131647,Macka Ramirez
502109,Sin PQP
418368,Sin PQP
63329,Sin PQP
158531,Franco Lagos KA
515007,Sin PQP
472076,Sin PQP
477868,Sin PQP
276461,Sin PQP
388309,Sin PQP
229819,Sin PQP
402946,Franco Lagos KA
501517,Sin PQP
527611,Franco Lagos KA
473032,Sin PQP
192880,Macka Ramirez
320624,Sin PQP
448232,Sin PQP
519506,Sin PQP
534776,Sin PQP
448750,Franco Lagos KA
220198,Sin PQP
517063,Sin PQP
529713,Sin PQP
492289,Sin PQP
461782,Sin PQP
483692,Sin PQP
35019,Sin PQP
394238,Sin PQP
376696,Sin PQP
193148,Macka Ramirez
312130,Sin PQP
