Partner_id,Partner_name,Franchise_name,Mall,City_name_partner,Area_name_partner,Pqp_advisor
345529,Befoods - Maipu,Befoods,Espacio Urbano Maipú,Santiago,Maipú,maria cecilia maturana
412851,Burger King® - Maipú 5 De Abril,Burger King,Espacio Urbano Maipú,Santiago,Maipú,javier peñaloza
476178,Tarragona Líder Plaza Maipú - Courier,Tarragona,Espacio Urbano Maipú,Santiago,Maipú,null
477794,Pizza Hut Espacio Urbano Maipu - Courier,Pizza Hut,Espacio Urbano Maipú,Santiago,Maipú,null
484726,Doggis Heladeria Espacio Urbano Maipu,Doggis Heladeria,Espacio Urbano Maipú,Santiago,Maipú,nicole bustamante
484728,Doggis Espacio Urbano Maipú 411,Doggis,Espacio Urbano Maipú,Santiago,Maipú,nicole bustamante
133108,El Carnicero Maipú,El Carnicero,Mall Plaza Maipú,Santiago,Maipú,maria cecilia maturana
148645,Doña Carne - Maipú 2,Doña Carne,Mall Plaza Maipú,Santiago,Maipú,maria cecilia maturana
233928,Fuente De Soda Rincon Aleman,,Mall Plaza Maipú,Santiago,Maipú,franco lagos lt
287129,Farmacias Knop - 7 Maipu,Farmacias Knop,Mall Plaza Maipú,Santiago,Maipú,maria cecilia maturana
185786,San Camilo - 5 De Abril,San Camilo,Espacio Urbano Maipú,Santiago,Maipú,null
59725,Tarragona Mid Mall Maipu,Tarragona,MidMall Maipú,Santiago,Maipú,nicole bustamante
63889,Subway Midmall,Subway,MidMall Maipú,Santiago,Maipú,nicole bustamante
87509,Suni Sushi Express,Suni Sushi,MidMall Maipú,Santiago,Maipú,franco lagos tier
111744,Color Donuts,,MidMall Maipú,Santiago,Maipú,franco lagos lt
130613,Juan Maestro Maipú Mall,Juan Maestro,MidMall Maipú,Santiago,Maipú,nicole bustamante
179157,Pizza Hut Midmall,Pizza Hut,MidMall Maipú,Santiago,Maipú,javier peñaloza
395906,Poke & Go Sushi Express,Poke & Go,MidMall Maipú,Santiago,Maipú,franco lagos tier
435694,KFC Mid Mall,KFC,MidMall Maipú,Santiago,Maipú,josefina sarquis
462723,"Pedro, Juan Y Diego Mid Mall Maipu","Pedro, Juan y Diego",MidMall Maipú,Santiago,Maipú,josefina sarquis
476904,Tarragona Mid Mall Maipu  - Courier,Tarragona,MidMall Maipú,Santiago,Maipú,null
488009,Juan Maestro Mid Mall,Juan Maestro,MidMall Maipú,Santiago,Maipú,
376288,Niu Sushi - Midmall Maipú,NIU,MidMall Maipú,Santiago,Maipú,javier peñaloza
313536,Melt Pizza - Midmall Maipú,Melt Pizzas,MidMall Maipú,Santiago,Maipú,javier peñaloza
477799,Pizza Hut Midmall Outlet Maipu - Courier,Pizza Hut,MidMall Maipú,Santiago,Maipú,null
160525,Tarragona Lider Punta Arenas,Tarragona,Espacio Urbano Punta Arenas,Punta Arenas,Punta Arenas,nicole bustamante
161300,Juan Maestro Espacio Urbano Punta Arenas,Juan Maestro,Espacio Urbano Punta Arenas,Punta Arenas,Punta Arenas,nicole bustamante
161303,Doggis Espacio Urbano Punta Arenas,Doggis,Espacio Urbano Punta Arenas,Punta Arenas,Punta Arenas,nicole bustamante
161357,Tommy Beans Espacio Urbano Punta Arenas,Tommy Beans,Espacio Urbano Punta Arenas,Punta Arenas,Punta Arenas,nicole bustamante
193145,Farmacias Ahumada 446 - Punta Arenas,Farmacias Ahumada 476,Espacio Urbano Punta Arenas,Punta Arenas,Punta Arenas,maria cecilia maturana
476241,Tarragona Lider Punta Arenas - Courier 303,Tarragona,Espacio Urbano Punta Arenas,Punta Arenas,Punta Arenas,null
234662,Pizza Hut Mall San Fernando,Pizza Hut,Mall Vivo San Fernando,San Fernando,San Fernando,javier peñaloza
245116,Sangucheria Juan Y Medio - San Fernando,Juan y Medio,Mall Vivo San Fernando,San Fernando,San Fernando,franco lagos tier
327543,Subway Vivo San Fernando Courier - 68749,,Mall Vivo San Fernando,San Fernando,San Fernando,null
396869,Juan Maestro Vivo San Fernando,Juan Maestro,Mall Vivo San Fernando,San Fernando,San Fernando,nicole bustamante
438377,Asgard Terraza Lounch Restaurant.,,Mall Vivo San Fernando,San Fernando,San Fernando,franco lagos lt
447211,Tommy Beans Vivo San Fernando,Tommy Beans,Mall Vivo San Fernando,San Fernando,San Fernando,nicole bustamante
465588,Doggis Mall Vivo San Fernando,Doggis,Mall Vivo San Fernando,San Fernando,San Fernando,nicole bustamante
471785,Zhong Yi - San Fernando,,Mall Vivo San Fernando,San Fernando,San Fernando,franco lagos lt
476670,Tarragona Mall Vivo San Fernando  - Courier,Tarragona,Mall Vivo San Fernando,San Fernando,San Fernando,null
477627,Pizza Hut Mall Vivo San Fernando - Courier,Pizza Hut,Mall Vivo San Fernando,San Fernando,San Fernando,null
62444,Subway San Fernando,Subway,Mall Vivo San Fernando,San Fernando,San Fernando,nicole bustamante
301471,Montalbano Cocina Italiana - San Fernando,Montalbano,Mall Vivo San Fernando,San Fernando,San Fernando,franco lagos tier
301875,Schopdog - San Fernando,Schopdog,Mall Vivo San Fernando,San Fernando,San Fernando,franco lagos tier
374178,Ac Popcorn - Mall Vivo,,Mall Vivo San Fernando,San Fernando,San Fernando,franco lagos lt
202411,Pedro Juan Y Diego Open Ovalle,"Pedro, Juan y Diego",Mall Ovalle,Ovalle,Ovalle,josefina sarquis
202853,Tarragona Open Plaza Ovalle,Tarragona,Mall Ovalle,Ovalle,Ovalle,nicole bustamante
222194,Pizza Hut Mall Ovalle,Telepizza,Mall Ovalle,Ovalle,Ovalle,javier peñaloza
281688,Vettel Chocolates - Ovalle,Chocolatería Vettel,Mall Ovalle,Ovalle,Ovalle,maria cecilia maturana
464164,Rincón Limarí,,Mall Ovalle,Ovalle,Ovalle,
270253,Pizza Hut Mall La Calera,Pizza Hut,Mall La Calera,La Calera,La Calera,javier peñaloza
271712,KFC Calera,KFC,Mall La Calera,La Calera,La Calera,josefina sarquis
273085,Pedro Juan & Diego Open La Calera,"Pedro, Juan y Diego",Mall La Calera,La Calera,La Calera,josefina sarquis
318588,Tommy Beans Open La Calera,Tommy Beans,Mall La Calera,La Calera,La Calera,nicole bustamante
411130,Doggis Open La Calera,Doggis,Mall La Calera,La Calera,La Calera,nicole bustamante
414380,Juan Maestro La Calera,Juan Maestro,Mall La Calera,La Calera,La Calera,nicole bustamante
202154,KFC Ovalle,KFC,Mall Ovalle City Point,Ovalle,Ovalle,josefina sarquis
247974,Farmacias Ahumada 638 - Ovalle,Farmacias Ahumada 476,Mall Ovalle City Point,Ovalle,Ovalle,maria cecilia maturana
477621,Pizza Hut Centro Ovalle - Courier,Pizza Hut,Mall Ovalle City Point,Ovalle,Ovalle,null
202521,Pedro Juan Y Diego Power Ovalle,"Pedro, Juan y Diego",Mall Ovalle City Point,Ovalle,Ovalle,josefina sarquis
202823,Pizza Hut Mall Ovalle City Point,Pizza Hut,Mall Ovalle City Point,Ovalle,Ovalle,javier peñaloza
226145,Subway Ovalle,Subway,Mall Ovalle City Point,Ovalle,Ovalle,nicole bustamante
131481,Doggis Mall Vivo Melipilla,Doggis,Mall Vivo Melipilla,Melipilla,Melipilla,nicole bustamante
162108,Pedro Juan Y Diego - Melipilla,"Pedro, Juan y Diego",Mall Vivo Melipilla,Melipilla,Melipilla,josefina sarquis
190836,Pizza Hut Mall Melipilla,Pizza Hut,Mall Vivo Melipilla,Melipilla,Melipilla,javier peñaloza
214349,Farmacias Ahumada 603 - Melipilla,Farmacias Ahumada 476,Mall Vivo Melipilla,Melipilla,Melipilla,maria cecilia maturana
304088,Buffalo Waffles Espacio Urbano Melipilla,Buffalo Waffles,Mall Vivo Melipilla,Melipilla,Melipilla,null
377230,KFC Eu Melipilla,KFC,Mall Vivo Melipilla,Melipilla,Melipilla,josefina sarquis
439412,Buffalo Waffles Melipilla - Courier,Buffalo Waffles,Mall Vivo Melipilla,Melipilla,Melipilla,null
476343,Popcorn City 764,,Mall Vivo Melipilla,Melipilla,Melipilla,franco lagos lt
477808,Pizza Hut Mall Vivo Melipilla - Courier,Pizza Hut,Mall Vivo Melipilla,Melipilla,Melipilla,null
488404,Doggis Heladería Mall Vivo Melipilla,Doggis Heladeria,Mall Vivo Melipilla,Melipilla,Melipilla,
488842,Juan Maestro Mall Vivo Melipilla 2,Juan Maestro,Mall Vivo Melipilla,Melipilla,Melipilla,
61824,Subway Mall Paseo Curico,Subway,Mall Paseo Curicó,Curicó,Curicó,nicole bustamante
186980,Tarragona - Courier,Tarragona,Mall Paseo Curicó,Curicó,Curicó,null
112284,Perro Bravo,,Mall Valle Curicó,Curicó,Curicó,franco lagos tier
112527,Casa De La Empanada,,Mall Valle Curicó,Curicó,Curicó,franco lagos tier
147918,Restaurant Zhong Yi,,Mall Valle Curicó,Curicó,Curicó,franco lagos tier
111770,Juan Maestro Mall Valle Curicó,Juan Maestro,Mall Valle Curicó,Curicó,Curicó,nicole bustamante
124940,Xurros Café - Mall Valle Curicó,,Mall Valle Curicó,Curicó,Curicó,franco lagos lt
150741,"Pedro, Juan Y Diego Mall Valle Curico","Pedro, Juan y Diego",Mall Valle Curicó,Curicó,Curicó,josefina sarquis
283153,Murai Express Sushi & Pizza,,Mall Valle Curicó,Curicó,Curicó,franco lagos tier
327851,Zen Tao,,Mall Valle Curicó,Curicó,Curicó,franco lagos lt
355552,Doggis Mall Valle Curicó,Doggis,Mall Valle Curicó,Curicó,Curicó,nicole bustamante
399717,Sushi Listo - Curicó,,Mall Valle Curicó,Curicó,Curicó,franco lagos lt
467283,Deli Full - Yungay,,Mall Valle Curicó,Curicó,Curicó,franco lagos lt
186283,Top Dog - C. Henríquez,Top Dog,Mall Valle Curicó,Curicó,Curicó,franco lagos tier
478621,El Carnicero - Curicó,El Carnicero,Mall Valle Curicó,Curicó,Curicó,maria cecilia maturana
234339,KFC Quillota,KFC,Mall Quillota,Quillota,Quillota,josefina sarquis
242494,Doggis Paseo Quillota,Doggis,Mall Quillota,Quillota,Quillota,nicole bustamante
243156,Juan Maestro Paseo Quillota,Juan Maestro,Mall Quillota,Quillota,Quillota,nicole bustamante
247236,Subway Quillota Mall,Subway,Mall Quillota,Quillota,Quillota,nicole bustamante
479506,Sushi Blues Quillota,Sushi Blues,Mall Quillota,Quillota,Quillota,null
133547,Mamut Mall Center Curicó,Mamut,Mall Center Curicó,Curicó,Curicó,nicole bustamante
137703,La Serrana - Curicó,,Mall Center Curicó,Curicó,Curicó,franco lagos tier
170352,Starbucks Coffee Curicó,Starbucks,Mall Center Curicó,Curicó,Curicó,javier peñaloza
199009,Lovdo Curicó,Lovdo,Mall Center Curicó,Curicó,Curicó,nicole bustamante
460739,Cinna & Bites Curico,Cinna&Bites,Mall Center Curicó,Curicó,Curicó,null
485541,Arrayán,,Mall Center Curicó,Curicó,Curicó,null
113092,Palo Alto Donuts Mall Center,,Mall Center Curicó,Curicó,Curicó,franco lagos lt
142340,Burger King® - Curico,Burger King,Mall Center Curicó,Curicó,Curicó,javier peñaloza
111656,Juan Maestro Curicó Center,Juan Maestro,Mall Center Curicó,Curicó,Curicó,nicole bustamante
112509,Tommy Beans Mall Center Curicó,Tommy Beans,Mall Center Curicó,Curicó,Curicó,nicole bustamante
112796,Subway Mall Curicó,Subway,Mall Center Curicó,Curicó,Curicó,nicole bustamante
114103,Pollo Stop - Curicó,Pollo Stop Fast Food,Mall Center Curicó,Curicó,Curicó,josefina sarquis
116904,Telepizza Curicó 1,Telepizza,Mall Center Curicó,Curicó,Curicó,javier peñaloza
130023,KFC Curicó,KFC,Mall Center Curicó,Curicó,Curicó,josefina sarquis
180063,"Pedro, Juan Y Diego Curico","Pedro, Juan y Diego",Mall Center Curicó,Curicó,Curicó,josefina sarquis
183087,Doggis Mall Center Curicó,Doggis,Mall Center Curicó,Curicó,Curicó,nicole bustamante
322956,Platón Curico 592,Platón,Mall Center Curicó,Curicó,Curicó,franco lagos tier
464734,Wendy`s Curico,Wendy's,Mall Center Curicó,Curicó,Curicó,josefina sarquis
485376,La Fete Chocolat- Curicó,La Fete,Mall Center Curicó,Curicó,Curicó,maria cecilia maturana
269577,Farmacia Ahumada 490 - Quillota,Farmacias Ahumada 476,Mall Quillota,Quillota,Quillota,maria cecilia maturana
295866,Doggis Quillota Mall,Doggis,Mall Quillota,Quillota,Quillota,nicole bustamante
384402,Churromania Quillota,,Mall Quillota,Quillota,Quillota,franco lagos tier
63002,Tarragona Mall Puerta Del Mar,Tarragona,Mall Puerta Del Mar,La Serena,La Serena,nicole bustamante
131328,Juan Maestro Mall Puerta Del Mar,Juan Maestro,Mall Puerta Del Mar,La Serena,La Serena,nicole bustamante
133015,Doggis Mall Puerta Del Mar,Doggis,Mall Puerta Del Mar,La Serena,La Serena,nicole bustamante
174158,Starbucks Coffee Mall Plaza La Serena,Starbucks,Mall Plaza La Serena,La Serena,La Serena,javier peñaloza
193129,Farmacias Ahumada 232 - La Serena,Farmacias Ahumada 476,Mall Plaza La Serena,La Serena,La Serena,maria cecilia maturana
61141,Dunkin' La Serena,Dunkin Donuts,Mall Plaza La Serena,La Serena,La Serena,javier peñaloza
62636,Juan Maestro Mall Plaza La Serena,Juan Maestro,Mall Plaza La Serena,La Serena,La Serena,nicole bustamante
66048,Buffet Express La Serena,Buffet Express,Mall Plaza La Serena,La Serena,La Serena,null
66876,"Pedro, Juan Y Diego Mall Plaza La Serena","Pedro, Juan y Diego",Mall Plaza La Serena,La Serena,La Serena,josefina sarquis
90179,Bariloche - La Serena,Bariloche,Mall Plaza La Serena,La Serena,La Serena,franco lagos tier
100824,China Wok Mall Plaza Serena,China Wok,Mall Plaza La Serena,La Serena,La Serena,josefina sarquis
116327,Dunkin' La Serena - Café,Dunkin Donuts,Mall Plaza La Serena,La Serena,La Serena,javier peñaloza
138519,KFC La Serena,KFC,Mall Plaza La Serena,La Serena,La Serena,josefina sarquis
146122,Johnny Rockets - La Serena,Johnny Rockets,Mall Plaza La Serena,La Serena,La Serena,nicole bustamante
164170,Crepemanía - Mallplaza La Serena,,Mall Plaza La Serena,La Serena,La Serena,franco lagos lt
167054,Burger King® - Mall Plaza La Serena,Burger King,Mall Plaza La Serena,La Serena,La Serena,javier peñaloza
176943,Doggis Mall Plaza La Serena,Doggis,Mall Plaza La Serena,La Serena,La Serena,nicole bustamante
185813,Yogen Fruz - La Serena,Yogen Fruz,Mall Plaza La Serena,La Serena,La Serena,null
237220,Varsovienne - Plaza La Serena,Varsovienne,Mall Plaza La Serena,La Serena,La Serena,maria cecilia maturana
387421,Blush Bar - Courier,,Mall Plaza La Serena,La Serena,La Serena,null
399336,Wendy´s La Serena,Wendy's,Mall Plaza La Serena,La Serena,La Serena,josefina sarquis
422496,McDonald's Mall Plaza La Serena,McDonald's,Mall Plaza La Serena,La Serena,La Serena,josefina sarquis
459964,Völka Chokolade - La Serena,Völka Chokolade,Mall Plaza La Serena,La Serena,La Serena,maria cecilia maturana
473489,Tommy Beans Mall Plaza La Serena 923,Tommy Beans,Mall Plaza La Serena,La Serena,La Serena,nicole bustamante
192958,La Fete La Serena - Courier,La Fete,Mall Plaza La Serena,La Serena,La Serena,null
327867,Subway La Serena Shell Courier - 53540,,Mall Plaza La Serena,La Serena,La Serena,null
353812,Dunkin Mall Plaza La Serena,Dunkin Donuts,Mall Plaza La Serena,La Serena,La Serena,javier peñaloza
362361,Dunkin Café Mall Plaza La Serena,Dunkin Donuts,Mall Plaza La Serena,La Serena,La Serena,javier peñaloza
120515,Tio's Pizza - La Serena,,Mall Paseo Balmaceda,La Serena,La Serena,franco lagos tier
131507,Juan Maestro Mall Paseo Balmaceda,Juan Maestro,Mall Paseo Balmaceda,La Serena,La Serena,nicole bustamante
141210,Doggis Mall Paseo Balmaceda,Doggis,Mall Paseo Balmaceda,La Serena,La Serena,nicole bustamante
65139,Dunkin' Coquimbo,Dunkin Donuts,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,javier peñaloza
65927,Burger King® - Mall Coquimbo,Burger King,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,javier peñaloza
65937,Buffet Express Coquimbo,Buffet Express,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,null
98908,Juan Maestro Vivo Coquimbo,Juan Maestro,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,nicole bustamante
116069,Pizza Hut - Mall Vivo Coquimbo,Pizza Hut Fastcom,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,javier peñaloza
116454,Dunkin' Coquimbo - Café,Dunkin Donuts,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,javier peñaloza
122769,Starbucks Coffee Coquimbo,Starbucks,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,javier peñaloza
130426,Doggis Mall Vivo Coquimbo,Doggis,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,nicole bustamante
151214,KFC Coquimbo,KFC,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,josefina sarquis
169841,Mcdonald's Mall Vivo Coquimbo,McDonald's,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,josefina sarquis
177295,Telepizza Mall Vivo Coquimbo,Telepizza,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,javier peñaloza
183113,Tommy Beans Vivo Coquimbo,Tommy Beans,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,nicole bustamante
380219,Pedro Juan Y Diego Mall Vivo Coquimbo,"Pedro, Juan y Diego",Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,josefina sarquis
391568,Papas Too Crazy,,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,franco lagos lt
413262,Gaby Sweets,,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,franco lagos lt
477606,Pedro Juan Y Diego Coquimbo 304,"Pedro, Juan y Diego",Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,josefina sarquis
477791,Telepizza Mall Vivo Coquimbo - Courier,Telepizza,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,null
482873,Pollo Stop Mall Vivo Coquimbo 391,Pollo Stop Fast Food,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,josefina sarquis
133189,Schopdog Coquimbo,Schopdog,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,franco lagos tier
164140,Crepemanía - Mall Vivo Coquimbo,,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,franco lagos lt
188363,Montalbano Cocina Italiana - Coquimbo,Montalbano,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,franco lagos tier
396267,El Barba Negra 107,,Mall Portal Vivo Coquimbo,Coquimbo,Coquimbo,franco lagos lt
134301,KFC Quilpue,KFC,Mall Quilpue,Quilpué,Quilpué,josefina sarquis
232466,Pollo Campo Quilpué,,Mall Quilpue,Quilpué,Quilpué,franco lagos lt
249132,Juan Maestro Mall Quilpue,Juan Maestro,Mall Quilpue,Quilpué,Quilpué,nicole bustamante
373398,Villa Infantil,,Mall Quilpue,Quilpué,Quilpué,null
384987,Altopizza,,Mall Quilpue,Quilpué,Quilpué,franco lagos lt
394148,Alto Café Remember,,Mall Quilpue,Quilpué,Quilpué,franco lagos lt
169860,Pizza Hut Mall Paseo Quilpue Ii,Pizza Hut,Mall Paseo Quilín,Quilpué,Quilpué,javier peñaloza
306719,Dunkin’ Quilpué,Dunkin Donuts,Mall Paseo Quilín,Quilpué,Quilpué,javier peñaloza
311028,Dunkin’ Quilpué - Café,Dunkin Donuts,Mall Paseo Quilín,Quilpué,Quilpué,javier peñaloza
334534,Tarragona Mall Paseo Quilpué,Tarragona,Mall Paseo Quilín,Quilpué,Quilpué,nicole bustamante
361431,Starbucks Mall Paseo Quilpué,Starbucks,Mall Paseo Quilín,Quilpué,Quilpué,javier peñaloza
374303,Doggis Paseo Quilpué,Doggis,Mall Paseo Quilín,Quilpué,Quilpué,nicole bustamante
375870,Juan Maestro Paseo Quilpué,Juan Maestro,Mall Paseo Quilín,Quilpué,Quilpué,nicole bustamante
480293,KFC Paseo Quilpue,KFC,Mall Paseo Quilín,Quilpué,Quilpué,josefina sarquis
59077,Tarragona Líder Viña 15 Norte,Tarragona,Marina Arauco,Viña del Mar,Viña del Mar,nicole bustamante
65925,Burger King® - Viña Mall,Burger King,Marina Arauco,Viña del Mar,Viña del Mar,javier peñaloza
103422,Mcdonald's Viña Líder,McDonald's,Marina Arauco,Viña del Mar,Viña del Mar,josefina sarquis
143905,Doggis Líder Viña Shopping,Doggis,Marina Arauco,Viña del Mar,Viña del Mar,nicole bustamante
223625,Telepizza Mall Espacio Urbano Viña Del Mar,Telepizza,Marina Arauco,Viña del Mar,Viña del Mar,javier peñaloza
462311,Juan Maestro Espacio Urbano 15 Norte 2,Juan Maestro,Marina Arauco,Viña del Mar,Viña del Mar,nicole bustamante
58348,Grido Mall Marina Arauco - 4437,Grido,Marina Arauco,Viña del Mar,Viña del Mar,nicole bustamante
137476,Tribeca Sushi 2 Oriente,Tribeca,Marina Arauco,Viña del Mar,Viña del Mar,franco lagos tier
186152,Lounge - Marina Arauco,Lounge,Marina Arauco,Viña del Mar,Viña del Mar,maria cecilia maturana
416784,Poked - Viña Oriente,Poked LATAM,Marina Arauco,Viña del Mar,Viña del Mar,null
469850,Fuente Tribeca,Tribeca,Marina Arauco,Viña del Mar,Viña del Mar,franco lagos lt
60016,"Pedro, Juan Y Diego - Marina Arauco","Pedro, Juan y Diego",Marina Arauco,Viña del Mar,Viña del Mar,josefina sarquis
66445,Buffet Express Mall Marina Arauco,Buffet Express,Marina Arauco,Viña del Mar,Viña del Mar,null
131646,Varsovienne - Mall Marina Arauco,Varsovienne,Marina Arauco,Viña del Mar,Viña del Mar,maria cecilia maturana
196457,Cassis Mall Marina Arauco,Café Cassis,Marina Arauco,Viña del Mar,Viña del Mar,null
241961,Subway Mall Marina Arauco Viña Del Mar,Subway,Marina Arauco,Viña del Mar,Viña del Mar,nicole bustamante
262345,Tommy Beans Mall Marina Arauco,Tommy Beans,Marina Arauco,Viña del Mar,Viña del Mar,nicole bustamante
336008,Juan Maestro Mall Marina Arauco,Juan Maestro,Marina Arauco,Viña del Mar,Viña del Mar,nicole bustamante
391153,Dolce Barquillo - Marina Arauco,,Marina Arauco,Viña del Mar,Viña del Mar,franco lagos lt
454603,Yogen Fruz - Libertad,Yogen Fruz,Marina Arauco,Viña del Mar,Viña del Mar,null
473731,Wendy´s Viña Del Mar,Wendy's,Marina Arauco,Viña del Mar,Viña del Mar,josefina sarquis
483919,El Japonés - Mall Marina Arauco,El Japonés,Marina Arauco,Viña del Mar,Viña del Mar,null
483984,La Sanguchera Del Barrio - Mall Marina Arauco,La Sanguchera del Barrio,Marina Arauco,Viña del Mar,Viña del Mar,null
483987,Barra Chalaca - Mall Marina Arauco,Barra Chalaca,Marina Arauco,Viña del Mar,Viña del Mar,null
171687,Candela Bistró - Viña Del Mar,,Marina Arauco,Viña del Mar,Viña del Mar,franco lagos lt
185772,Johnny Rockets - Viña Del Mar,Johnny Rockets,Marina Arauco,Viña del Mar,Viña del Mar,nicole bustamante
434923,Pampa Brava - Viña Del Mar,,Marina Arauco,Viña del Mar,Viña del Mar,franco lagos lt
434942,Mito Nikkei - Viña,,Marina Arauco,Viña del Mar,Viña del Mar,franco lagos lt
464557,Buffalo Waffles Mall Marina Boulevard Ii,Buffalo Waffles,Marina Arauco,Viña del Mar,Viña del Mar,nicole bustamante
57297,Dominó - Marina Arauco,Dominó,Marina Arauco,Viña del Mar,Viña del Mar,nicole bustamante
185976,Tavelli -  Viña Del Mar,Tavelli,Marina Arauco,Viña del Mar,Viña del Mar,franco lagos tier
186984,Dunkin' Marina Arauco,Dunkin Donuts,Marina Arauco,Viña del Mar,Viña del Mar,javier peñaloza
189426,Dunkin' Marina Arauco - Café,Dunkin Donuts,Marina Arauco,Viña del Mar,Viña del Mar,javier peñaloza
315718,Moulie - Marina,MOULIE,Marina Arauco,Viña del Mar,Viña del Mar,maria cecilia maturana
325689,Libreria Cosmos,,Marina Arauco,Viña del Mar,Viña del Mar,null
442028,3ina - Marina - Beauty,3INA,Marina Arauco,Viña del Mar,Viña del Mar,maria cecilia maturana
454244,Happy Waffles & Helados,,Marina Arauco,Viña del Mar,Viña del Mar,franco lagos lt
483922,Tanta - Marina Arauco,Tanta,Marina Arauco,Viña del Mar,Viña del Mar,null
483926,Muu Steak - Marina,,Marina Arauco,Viña del Mar,Viña del Mar,null
489711,Platón Marina Arauco 584,Platón,Marina Arauco,Viña del Mar,Viña del Mar,
492628,The Body Shop - Mall Marina,The Body Shop Chile,Marina Arauco,Viña del Mar,Viña del Mar,
386322,El Carnicero - Viña 2,El Carnicero,Mall Paseo Viña Centro,Viña del Mar,Viña del Mar,maria cecilia maturana
59370,Juan Maestro Espacio Urbano Viña Centro,Juan Maestro,Mall Paseo Viña Centro,Viña del Mar,Viña del Mar,nicole bustamante
60015,"Pedro, Juan Y Diego - Espacio Urbano Viña Del Mar","Pedro, Juan y Diego",Mall Paseo Viña Centro,Viña del Mar,Viña del Mar,josefina sarquis
62970,Tarragona Líder Viña Álvarez,Tarragona,Mall Paseo Viña Centro,Viña del Mar,Viña del Mar,nicole bustamante
127578,Kfc Viña Centro,KFC,Mall Paseo Viña Centro,Viña del Mar,Viña del Mar,josefina sarquis
143550,Doggis Espacio Urbano Viña Centro,Doggis,Mall Paseo Viña Centro,Viña del Mar,Viña del Mar,nicole bustamante
202375,Platón Paseo Viña Centro,,Mall Paseo Viña Centro,Viña del Mar,Viña del Mar,franco lagos tier
238788,Tommy Beans Espacio Urbano Viña Centro,Tommy Beans,Mall Paseo Viña Centro,Viña del Mar,Viña del Mar,nicole bustamante
328135,Panadería Y Pastelería Paula – Mall Paseo Viña Centro,,Mall Paseo Viña Centro,Viña del Mar,Viña del Mar,franco lagos lt
137859,Daisuki Sushi - Viña,,Mall Paseo Viña Centro,Viña del Mar,Viña del Mar,franco lagos lt
63525,Burger King® - Paseo Ross,Burger King,Mall Paseo Ross,Valparaíso,Valparaíso,javier peñaloza
108478,Pizza Hut Mall Paseo Ross,Pizza Hut,Mall Paseo Ross,Valparaíso,Valparaíso,javier peñaloza
171562,Starbucks Mall Ross Valparaíso,Starbucks,Mall Paseo Ross,Valparaíso,Valparaíso,javier peñaloza
174144,Starbucks Coffee Mall Ross Valparaiso,Starbucks,Mall Paseo Ross,Valparaíso,Valparaíso,javier peñaloza
237185,Tommy Beans Paseo Ross,Tommy Beans,Mall Paseo Ross,Valparaíso,Valparaíso,nicole bustamante
397571,KFC Paseo Ross,KFC,Mall Paseo Ross,Valparaíso,Valparaíso,josefina sarquis
435849,Pizza Hut Valparaiso - Courier,Pizza Hut,Mall Paseo Ross,Valparaíso,Valparaíso,null
481157,Dunkin’ - Paseo Ross,Dunkin Donuts,Mall Paseo Ross,Valparaíso,Valparaíso,javier peñaloza
131054,Sushi Otosan,,Mall Paseo Ross,Valparaíso,Valparaíso,franco lagos lt
59063,Tarragona Mall Paseo Ross Valparaíso,Tarragona,Mall Paseo Ross,Valparaíso,Valparaíso,nicole bustamante
66738,Dulce Y Salado - Valparaíso,,Mall Paseo Ross,Valparaíso,Valparaíso,franco lagos lt
106165,Juan Maestro Mall Paseo Ross,Juan Maestro,Mall Paseo Ross,Valparaíso,Valparaíso,nicole bustamante
166405,Mirko's Restaurant,,Mall Paseo Ross,Valparaíso,Valparaíso,franco lagos lt
231151,El Guaton Mall Paseo Ross,El guaton,Mall Paseo Ross,Valparaíso,Valparaíso,franco lagos tier
476514,Tarragona Mall Paseo Ross Valparaíso - Courier 788,Tarragona,Mall Paseo Ross,Valparaíso,Valparaíso,null
5089,Telepizza Mall Linares,Telepizza,Mall Linares,Linares,Linares,javier peñaloza
