Partner_id,Partner_name,Franchise_name,Mall,City_name_partner,Area_name_partner,Pqp_advisor
273070,Pedro Juan Y Diego Linares,"Pedro, Juan y Diego",Mall Linares,Linares,Linares,josefina sarquis
276070,Tarragona Linares,Tarragona,Mall Linares,Linares,Linares,nicole bustamante
282454,Juan Maestro Líder Linares,Juan Maestro,Mall Linares,Linares,Linares,nicole bustamante
287789,Doggis Lider Linares,Doggis,Mall Linares,Linares,Linares,nicole bustamante
413238,Doggis Heladería Lider Linares,Doggis Heladeria,Mall Linares,Linares,Linares,nicole bustamante
435182,Telepizza Linares - Courier,Telepizza,Mall Linares,Linares,Linares,null
468626,Sir Dona Linares,Sir Dona,Mall Linares,Linares,Linares,franco lagos tier
475985,Tarragona Arauco San Antonio - Courier 975,Tarragona,Mall Arauco San Antonio,San Antonio,San Antonio,null
199953,Yogen Fruz - San Antonio,Yogen Fruz,Mall Arauco San Antonio,San Antonio,San Antonio,null
201582,KFC San Antonio,KFC,Mall Arauco San Antonio,San Antonio,San Antonio,josefina sarquis
201698,China Wok San Antonio,China Wok,Mall Arauco San Antonio,San Antonio,San Antonio,josefina sarquis
202794,Pedro Juan Y Diego San Antonio,"Pedro, Juan y Diego",Mall Arauco San Antonio,San Antonio,San Antonio,josefina sarquis
202843,Pizza Hut San Antonio Valparaíso,Telepizza,Mall Arauco San Antonio,San Antonio,San Antonio,javier peñaloza
202844,Dunkin' San Antonio,Dunkin Donuts,Mall Arauco San Antonio,San Antonio,San Antonio,javier peñaloza
203161,Tarragona San Antonio,Tarragona,Mall Arauco San Antonio,San Antonio,San Antonio,nicole bustamante
222414,Dunkin' San Antonio - Cafe,Dunkin Donuts,Mall Arauco San Antonio,San Antonio,San Antonio,javier peñaloza
226354,Subway Mall Arauco San Antonio - 70361,Subway,Mall Arauco San Antonio,San Antonio,San Antonio,nicole bustamante
242136,Doggis Mall Arauco San Antonio,Doggis,Mall Arauco San Antonio,San Antonio,San Antonio,nicole bustamante
242495,Juan Maestro Mall Arauco San Antonio,Juan Maestro,Mall Arauco San Antonio,San Antonio,San Antonio,nicole bustamante
269258,Doggis Heladeria San Antonio,Doggis Heladeria,Mall Arauco San Antonio,San Antonio,San Antonio,nicole bustamante
453701,Habibi Mall Arauco San Antonio,,Mall Arauco San Antonio,San Antonio,San Antonio,franco lagos lt
462298,Sangucheria Habibi 2 - Courier,,Mall Arauco San Antonio,San Antonio,San Antonio,null
489091,Doggis Heladería Centro Comercial Maipú,Doggis,Mall Arauco San Antonio,San Antonio,San Antonio,
384484,Völka Chokolade - Talca,Völka Chokolade,Mall Plaza Maule,Talca,Talca,maria cecilia maturana
480583,Dunkin´ Plaza Maule,Dunkin Donuts,Mall Plaza Maule,Talca,Talca,javier peñaloza
482173,"Pedro, Juan Y Diego - Mall Plaza Maule","Pedro, Juan y Diego",Mall Plaza Maule,Talca,Talca,josefina sarquis
62966,Tarragona Mall Talca,Tarragona,Mall Plaza Maule,Talca,Talca,nicole bustamante
111904,Juan Maestro Mall Plaza Maule,Juan Maestro,Mall Plaza Maule,Talca,Talca,nicole bustamante
121901,Sir Dona Mall Plaza,Sir Dona,Mall Plaza Maule,Talca,Talca,franco lagos tier
123334,Subway Mall Plaza Maule,Subway,Mall Plaza Maule,Talca,Talca,nicole bustamante
128884,Doggis Mall Plaza Maule,Doggis,Mall Plaza Maule,Talca,Talca,nicole bustamante
151243,Cafe Malva,,Mall Plaza Maule,Talca,Talca,franco lagos tier
334872,Doggis Heladería Mall Plaza Maule,Doggis Heladeria,Mall Plaza Maule,Talca,Talca,nicole bustamante
372807,Buffalo Waffles Mall Plaza Maule,Buffalo Waffles,Mall Plaza Maule,Talca,Talca,nicole bustamante
469133,Burger King® - Mall Plaza Maule Talca,Burger King,Mall Plaza Maule,Talca,Talca,javier peñaloza
474657,Varsovienne - Mall Plaza Maule,Varsovienne,Mall Plaza Maule,Talca,Talca,maria cecilia maturana
112702,Sushi Blues - Talca,Sushi Blues,Mall Portal Talca,Talca,Talca,
174085,Dulcería Cloe,,Mall Portal Talca,Talca,Talca,franco lagos lt
186149,Top Dog - Talca,Top Dog,Mall Portal Talca,Talca,Talca,franco lagos tier
228496,Randy Resto-bar,,Mall Portal Talca,Talca,Talca,franco lagos lt
233422,Tambu Sushi,,Mall Portal Talca,Talca,Talca,franco lagos lt
291106,Fantasy Donuts,,Mall Portal Talca,Talca,Talca,franco lagos lt
332623,Sir Dona Portal,Sir Dona,Mall Portal Talca,Talca,Talca,franco lagos tier
441685,Johnny Rockets - Talca,Johnny Rockets,Mall Portal Talca,Talca,Talca,nicole bustamante
61520,Subway Talca,Subway,Mall Portal Talca,Talca,Talca,nicole bustamante
105934,"Pedro, Juan Y Diego Talca","Pedro, Juan y Diego",Mall Portal Talca,Talca,Talca,josefina sarquis
111906,Juan Maestro Portal Centro Talca,Juan Maestro,Mall Portal Talca,Talca,Talca,nicole bustamante
115435,Pizza Hut Portal Talca,Pizza Hut,Mall Portal Talca,Talca,Talca,javier peñaloza
130585,Doggis Portal Centro Talca,Doggis,Mall Portal Talca,Talca,Talca,nicole bustamante
148499,KFC Talca,KFC,Mall Portal Talca,Talca,Talca,josefina sarquis
159515,El Minuto Comida China,,Mall Portal Talca,Talca,Talca,franco lagos tier
186048,Babaloo,,Mall Portal Talca,Talca,Talca,franco lagos lt
194255,Candy Sugar,,Mall Portal Talca,Talca,Talca,franco lagos lt
197664,Restaurant Taishii,,Mall Portal Talca,Talca,Talca,franco lagos tier
334503,Doggis Heladería Portal Centro Talca,Doggis Heladeria,Mall Portal Talca,Talca,Talca,nicole bustamante
420272,Copihue Cafeteria,,Mall Portal Talca,Talca,Talca,franco lagos lt
429277,Boga!,,Mall Portal Talca,Talca,Talca,franco lagos lt
442631,Maty Mechadas - Mall Portal,,Mall Portal Talca,Talca,Talca,franco lagos lt
443141,Barrio Chicken Mall Portal Talca,Barrio Chicken,Mall Portal Talca,Talca,Talca,nicole bustamante
477714,Pizza Hut Mall Portal Centro Talca - Courier,Pizza Hut,Mall Portal Talca,Talca,Talca,null
136911,Xiang Jiang,,Mall Portal Talca,Talca,Talca,franco lagos tier
381857,Happy Days Waffles Talca,Happy Days Waffles,Mall Go! Talca,Talca,Talca,franco lagos tier
412320,Happy Milkshake Talca,Happy Milkshake,Mall Go! Talca,Talca,Talca,franco lagos tier
412323,Happy Gelato Talca,Happy Gelato,Mall Go! Talca,Talca,Talca,franco lagos tier
419239,Doggis Mall Talca,Doggis,Mall Go! Talca,Talca,Talca,nicole bustamante
445461,Juan Maestro Go Florida Talca,Juan Maestro,Mall Go! Talca,Talca,Talca,nicole bustamante
450444,Babaloo - Mall Go! Florida,,Mall Go! Talca,Talca,Talca,franco lagos lt
368382,Sir Dona Go Florida,Sir Dona,Mall Go! Talca,Talca,Talca,franco lagos tier
67197,Tarragona Arauco Roble Chillan,Tarragona,Mall Arauco Chillán,Chillán,Chillán,nicole bustamante
161063,KFC Chillán,KFC,Mall Arauco Chillán,Chillán,Chillán,josefina sarquis
166426,"Pedro, Juan Y Diego Arauco Chillan","Pedro, Juan y Diego",Mall Arauco Chillán,Chillán,Chillán,josefina sarquis
177605,Telepizza Mall - Chillán Ii,Telepizza,Mall Arauco Chillán,Chillán,Chillán,javier peñaloza
282456,Doggis Mall Arauco Chillan,Doggis,Mall Arauco Chillán,Chillán,Chillán,nicole bustamante
301829,Doggis Heladería Mall Arauco Chillan,Doggis Heladeria,Mall Arauco Chillán,Chillán,Chillán,nicole bustamante
358789,Astoria Mall Arauco Chillan,,Mall Arauco Chillán,Chillán,Chillán,franco lagos lt
435361,Telepizza Chillán - Courier,Telepizza,Mall Arauco Chillán,Chillán,Chillán,null
469134,Burger King® - Mall Arauco Chillán,Burger King,Mall Arauco Chillán,Chillán,Chillán,javier peñaloza
475999,Tarragona Arauco El Roble Chillán - Courier 952,Tarragona,Mall Arauco Chillán,Chillán,Chillán,null
493087,Platón Chillán 424,Platón,Mall Arauco Chillán,Chillán,Chillán,
104422,Mas Jugos,,Mall Arauco Chillán,Chillán,Chillán,franco lagos tier
197547,Brothers,,Mall Arauco Chillán,Chillán,Chillán,franco lagos tier
247982,Farmacias Ahumada 856 - Chillán,Farmacias Ahumada 476,Mall Arauco Chillán,Chillán,Chillán,maria cecilia maturana
324401,Subway Chillan Courier - 70273,,Mall Arauco Chillán,Chillán,Chillán,null
477746,Telepizza Mall Arauco Chillan - Courier,Telepizza,Mall Arauco Chillán,Chillán,Chillán,null
128838,"Imperio Churros, Café Y Helados",,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,franco lagos tier
327898,Subway Galeria Colon Courier - 68168,,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,null
479665,Subway Galeria Colón 485,Subway,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,nicole bustamante
371028,Oishii Sabores - Rengo,,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,franco lagos lt
107566,Schopdog Los Ángeles,Schopdog,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,franco lagos tier
107949,Buffet Express Los Ángeles,Buffet Express,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,null
113256,China Wok Los Ángeles,China Wok,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,josefina sarquis
120913,Dunkin' Los Angeles,Dunkin Donuts,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,javier peñaloza
133732,Dunkin' Los Angeles - Café,Dunkin Donuts,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,javier peñaloza
161822,KFC Los Angeles,KFC,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,josefina sarquis
163105,"Pedro, Juan Y Diego Los Angeles","Pedro, Juan y Diego",Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,josefina sarquis
165582,Cassis Mall Plaza Los Ángeles,Café Cassis,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,null
171281,Juan Maestro Mall Plaza Los Ángeles,Juan Maestro,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,nicole bustamante
174319,Doggis Mall Plaza Los Angeles,Doggis,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,nicole bustamante
174659,Pollo Stop Los Angeles,Pollo Stop Fast Food,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,josefina sarquis
178519,Yogen Fruz - Los Angeles,Yogen Fruz,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,null
198523,Montalbano Cocina Italiana - Los Angeles,Montalbano,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,franco lagos tier
277300,Wendy's Los Angeles,Wendy's,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,josefina sarquis
301518,Doggis Heladería Mall Plaza Los Ángeles,Doggis Heladeria,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,nicole bustamante
358787,Astoria Mall Plaza,,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,franco lagos lt
380097,Burger King® - Los Angeles,Burger King,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,javier peñaloza
385115,Varsovienne - Los Angeles,Varsovienne,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,maria cecilia maturana
472932,Völka Chokolade - Los Angeles,Völka Chokolade,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,maria cecilia maturana
112822,McDonald's Los Ángeles,McDonald's,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,josefina sarquis
193361,Lomito Sureño,,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,franco lagos tier
477732,Telepizza Mall Los Angeles 1 - Courier,Telepizza,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,null
392513,Buffalo Waffles Mall Plaza Los Ángeles,Buffalo Waffles,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,nicole bustamante
437781,Entre Toros Y Trebol Restobar,,Mall Plaza Los Ángeles,Los Ángeles,Los Ángeles,franco lagos lt
171196,Pizza Hut Outlet Temuco,Pizza Hut,Outlet Temuco,Temuco,Temuco,javier peñaloza
477619,Pizza Hut Vivo Outlet Temuco - Courier,Pizza Hut,Outlet Temuco,Temuco,Temuco,null
160450,Cassis Portal Temuco,Café Cassis,Portal Temuco,Temuco,Temuco,null
193095,Farmacias Ahumada 320 - Temuco,Farmacias Ahumada 476,Portal Temuco,Temuco,Temuco,maria cecilia maturana
477744,Pizza Hut Mall Portal Temuco - Courier,Pizza Hut,Portal Temuco,Temuco,Temuco,null
66836,Buffet Express Temuco,Buffet Express,Portal Temuco,Temuco,Temuco,null
100950,Pollo Stop Temuco,Pollo Stop Fast Food,Portal Temuco,Temuco,Temuco,josefina sarquis
130248,Tommy Beans París Temuco,Tommy Beans,Portal Temuco,Temuco,Temuco,nicole bustamante
136399,KFC Portal Temuco,KFC,Portal Temuco,Temuco,Temuco,josefina sarquis
163998,"Pedro, Juan Y Diego Portal Temuco","Pedro, Juan y Diego",Portal Temuco,Temuco,Temuco,josefina sarquis
165483,Doggis Portal Temuco,Doggis,Portal Temuco,Temuco,Temuco,nicole bustamante
165824,Juan Maestro Portal Temuco,Juan Maestro,Portal Temuco,Temuco,Temuco,nicole bustamante
192964,La Fete Temuco - Courier,La Fete,Portal Temuco,Temuco,Temuco,null
193841,Burger King® - Portal Temuco,Burger King,Portal Temuco,Temuco,Temuco,javier peñaloza
131430,Varsovienne - Portal Temuco,Varsovienne,Portal Temuco,Temuco,Temuco,maria cecilia maturana
172974,Lounge - Portal Temuco,Lounge,Portal Temuco,Temuco,Temuco,maria cecilia maturana
184208,Yogen Früz - Temuco,Yogen Fruz,Portal Temuco,Temuco,Temuco,null
377084,Doc Popcorn Temuco,Doc Popcorn,Portal Temuco,Temuco,Temuco,franco lagos tier
485328,La Fete Chocolat - Temuco,La Fete,Portal Temuco,Temuco,Temuco,maria cecilia maturana
61296,Dunkin' Portal Temuco,Dunkin Donuts,Portal Temuco,Temuco,Temuco,javier peñaloza
116445,Dunkin' Portal Temuco - Café,Dunkin Donuts,Portal Temuco,Temuco,Temuco,javier peñaloza
166124,McDonald's Portal Temuco,McDonald's,Portal Temuco,Temuco,Temuco,josefina sarquis
456667,Superzoo Portal Temuco,SuperZoo Chile,Portal Temuco,Temuco,Temuco,maria cecilia maturana
470030,Wendy´s Temuco,Wendy's,Portal Temuco,Temuco,Temuco,josefina sarquis
492240,Platón Portal Temuco,Platón,Portal Temuco,Temuco,Temuco,
262176,Astoria Mall Paseo Outlet Alerce,,Mall Outlet Alerce,Puerto Montt,Puerto Montt,franco lagos lt
68238,Tarragona Paseo Paloma,Tarragona,Mall Paloma Puerto Montt,Puerto Montt,Puerto Montt,nicole bustamante
334753,Pizzería Donatello Puerto Montt,,Mall Paloma Puerto Montt,Puerto Montt,Puerto Montt,franco lagos tier
338330,Don Liu Express,,Mall Paloma Puerto Montt,Puerto Montt,Puerto Montt,franco lagos lt
472955,Carniceria El Torito,,Mall Paloma Puerto Montt,Puerto Montt,Puerto Montt,maria cecilia maturana
475031,Tacongelado,,Mall Paloma Puerto Montt,Puerto Montt,Puerto Montt,franco lagos lt
441571,Tako Sushi - Puerto Montt,,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,franco lagos lt
390030,Meisushi - Mall,Meisushi,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,franco lagos tier
394916,Farmacias Knop - 28 Mall Puerto Montt,Farmacias Knop,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,null
476009,Tarragona Nueva Costanera - Courier,Tarragona,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,null
372350,Astoria Mall Costanera Ampliacion,,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,franco lagos lt
390445,Qué Papas! - Mall Costanera,Qué Papas!,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,franco lagos tier
397570,KFC Puerto Montt Passmar,KFC,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,josefina sarquis
407951,Juan Maestro Paseo Costanera 2,Juan Maestro,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,nicole bustamante
408757,Doggis Mall Paseo Costanera 2,Doggis,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,nicole bustamante
421111,Burger King® - Paseo Costanera,Burger King,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,javier peñaloza
432454,Tarragona - Paseo Costanera 2,Tarragona,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,nicole bustamante
462480,Happy Days Waffles Puerto Montt,Happy Days Waffles,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,franco lagos tier
469018,Happy Gelato Puerto Montt,Local hero CL,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,franco lagos tier
469020,Happy Milkshake Puerto Montt,Local hero CL,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,franco lagos tier
478432,Bubble Prince,,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,franco lagos lt
485366,La Fete Chocolat- Puerto Montt,La Fete,Mall Paseo Costanera2 Puerto Montt,Puerto Montt,Puerto Montt,maria cecilia maturana
140418,Chocolatería Entrelagos - Puerto Montt,Chocolatería Entrelagos,Paseo Costanera,Puerto Montt,Puerto Montt,maria cecilia maturana
359216,Subway Mall Paseo Costanera,Subway,Paseo Costanera,Puerto Montt,Puerto Montt,nicole bustamante
435854,Telepizza Puerto Montt - Courier,Telepizza,Paseo Costanera,Puerto Montt,Puerto Montt,null
469156,Happy Days Waffles Puerto Montt - Courier,,Paseo Costanera,Puerto Montt,Puerto Montt,null
476011,Tarragona Paseo Costanera Pto.montt - Courier,Tarragona,Paseo Costanera,Puerto Montt,Puerto Montt,null
477644,Pizza Hut Mall Paseo Puerto Montt - Courier,Pizza Hut,Paseo Costanera,Puerto Montt,Puerto Montt,null
487170,The Body Shop - Puerto Montt,The Body Shop Chile,Paseo Costanera,Puerto Montt,Puerto Montt,null
65700,Doc Popcorn Mall Paseo Costanera,Doc Popcorn,Paseo Costanera,Puerto Montt,Puerto Montt,franco lagos tier
87803,Buffet Express Costanera,Buffet Express,Paseo Costanera,Puerto Montt,Puerto Montt,null
105937,"Pedro, Juan Y Diego Mall Paseo Costanera","Pedro, Juan y Diego",Paseo Costanera,Puerto Montt,Puerto Montt,josefina sarquis
112333,Pizza Hut - Mall Paseo Puerto Montt,Pizza Hut,Paseo Costanera,Puerto Montt,Puerto Montt,javier peñaloza
115618,Qué Papas!,Qué Papas!,Paseo Costanera,Puerto Montt,Puerto Montt,franco lagos tier
116018,Dunkin' Puerto Montt Mall Paseo Costanera - Café,Dunkin Donuts,Paseo Costanera,Puerto Montt,Puerto Montt,javier peñaloza
129732,Shawarmanía,,Paseo Costanera,Puerto Montt,Puerto Montt,franco lagos tier
131355,Juan Maestro Mall Paseo Costanera,Juan Maestro,Paseo Costanera,Puerto Montt,Puerto Montt,nicole bustamante
193128,Farmacias Ahumada 221 - Puerto Montt,Farmacias Ahumada 476,Paseo Costanera,Puerto Montt,Puerto Montt,maria cecilia maturana
262347,Tommy Beans Mall Paseo Costanera,Tommy Beans,Paseo Costanera,Puerto Montt,Puerto Montt,nicole bustamante
263182,Doggis Mall Paseo Costanera,Doggis,Paseo Costanera,Puerto Montt,Puerto Montt,nicole bustamante
411980,Mammaterra Puerto Montt,,Paseo Costanera,Puerto Montt,Puerto Montt,franco lagos tier
423275,Lounge - Puerto Montt,Lounge,Paseo Costanera,Puerto Montt,Puerto Montt,maria cecilia maturana
454360,Yogen Fruz - Puerto Montt,Yogen Fruz,Paseo Costanera,Puerto Montt,Puerto Montt,null
477717,Telepizza Mall Puerto Montt 1 - Courier,Telepizza,Paseo Costanera,Puerto Montt,Puerto Montt,null
142190,La Plancha De Lorenzo,,Mall Paseo Costanera Puerto Montt,Puerto Montt,Puerto Montt,franco lagos tier
340889,Casa Colomba,,Mall Paseo Costanera Puerto Montt,Puerto Montt,Puerto Montt,franco lagos lt
66223,Dunkin' Puerto Montt Mall Paseo Costanera,Dunkin Donuts,Mall Paseo Costanera Puerto Montt,Puerto Montt,Puerto Montt,javier peñaloza
228199,Guayoyo Lll,,Mall Paseo Costanera Puerto Montt,Puerto Montt,Puerto Montt,franco lagos lt
66786,Tablón Del Ancla,,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,franco lagos tier
67160,Tarragona Paseo Del Mar Urmeneta,Tarragona,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,nicole bustamante
124535,Subway Gallardo Puerto Montt - 67051,Subway,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,nicole bustamante
324348,Subway Gallardo Puerto Montt Courier - 67051,,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,null
102218,Mcdonald's Puerto Montt Centro,McDonald's,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,josefina sarquis
66225,Dunkin' Mall Paseo Del Mar,Dunkin Donuts,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,javier peñaloza
105935,"Pedro, Juan Y Diego Mall Paseo Del Mar","Pedro, Juan y Diego",Mall Paseo Del Mar,Puerto Montt,Puerto Montt,josefina sarquis
116124,Dunkin' Mall Paseo Del Mar - Café,Dunkin Donuts,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,javier peñaloza
131384,Juan Maestro Mall Paseo Del Mar,Juan Maestro,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,nicole bustamante
131405,Doggis Mall Paseo Del Mar,Doggis,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,nicole bustamante
186512,KFC Puerto Montt Mall Paseo Del Mar,KFC,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,josefina sarquis
297931,La Roca - Mall Paseo Del Mar,,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,franco lagos lt
299705,Farmacias Knop - 94 Puerto Montt,Farmacias Knop,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,maria cecilia maturana
476242,Tarragona Paseo Del Mar Pto Montt- Courier,Tarragona,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,null
477697,Pizza Hut Puerto Montt - Courier 178,Pizza Hut,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,null
483382,Q´sushi - Copiapó,,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,null
112366,Pizza Hut - Puerto Montt,Pizza Hut,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,javier peñaloza
435187,Pizza Hut Puerto Montt - Courier,Pizza Hut,Mall Paseo Del Mar,Puerto Montt,Puerto Montt,null
106870,Tarragona Paseo Rotonda,Tarragona,Mall Rotonda Puerto Montt,Puerto Montt,Puerto Montt,nicole bustamante
277410,Unimarc - Puerto Montt,Unimarc,Mall Rotonda Puerto Montt,Puerto Montt,Puerto Montt,null
436496,Botillería Unimarc - Puerto Montt,Unimarc,Mall Rotonda Puerto Montt,Puerto Montt,Puerto Montt,null
476246,Tarragona Paseo Rotonda - Courier 817,Tarragona,Mall Rotonda Puerto Montt,Puerto Montt,Puerto Montt,null
54657,Juan Maestro Mall Del Centro Concepción,Juan Maestro,Mall Del Centro Concepción,Gran Concepción,Concepción,nicole bustamante
54660,Dunkin' Mall Centro Concepción,Dunkin Donuts,Mall Del Centro Concepción,Gran Concepción,Concepción,javier peñaloza
57339,Bufalo Beef Concepción,Bufalo Beef,Mall Del Centro Concepción,Gran Concepción,Concepción,franco lagos tier
63461,Mcdonald's Mall Del Centro Concepción,McDonald's,Mall Del Centro Concepción,Gran Concepción,Concepción,josefina sarquis
65923,Burger King® - Mall Concepción,Burger King,Mall Del Centro Concepción,Gran Concepción,Concepción,javier peñaloza
66046,Buffet Express Mall Centro Concepción,Buffet Express,Mall Del Centro Concepción,Gran Concepción,Concepción,null
115437,Pizza Hut - Mall Centro Concepción,Pizza Hut,Mall Del Centro Concepción,Gran Concepción,Concepción,javier peñaloza
116126,Dunkin' Mall Centro Concepción - Café,Dunkin Donuts,Mall Del Centro Concepción,Gran Concepción,Concepción,javier peñaloza
130306,China Wok Mall Centro Concepción,China Wok,Mall Del Centro Concepción,Gran Concepción,Concepción,josefina sarquis
130988,W E Y® Tacos & Burritos - Mall Centro Concepción,Wey Tacos,Mall Del Centro Concepción,Gran Concepción,Concepción,franco lagos tier
134453,Doggis Mall Del Centro Concepción,Doggis,Mall Del Centro Concepción,Gran Concepción,Concepción,nicole bustamante
135152,KFC Mall Del Centro Concepción,KFC,Mall Del Centro Concepción,Gran Concepción,Concepción,josefina sarquis
156277,Varsovienne - Mall Del Centro,Varsovienne,Mall Del Centro Concepción,Gran Concepción,Concepción,maria cecilia maturana
329042,Oishii,,Mall Del Centro Concepción,Gran Concepción,Concepción,franco lagos lt
378811,Platón Concepción,Platón,Mall Del Centro Concepción,Gran Concepción,Concepción,franco lagos tier
379193,Pedro Juan Y Diego Concepción Centro,"Pedro, Juan y Diego",Mall Del Centro Concepción,Gran Concepción,Concepción,josefina sarquis
396084,Tommy Beans Mall Del Centro Concepción,Tommy Beans,Mall Del Centro Concepción,Gran Concepción,Concepción,nicole bustamante
403211,Lou Cafe,,Mall Del Centro Concepción,Gran Concepción,Concepción,franco lagos lt
408506,Siriana Orompello,,Mall Del Centro Concepción,Gran Concepción,Concepción,franco lagos lt
410533,Pollo Stop Mall Del Centro,Pollo Stop Fast Food,Mall Del Centro Concepción,Gran Concepción,Concepción,josefina sarquis
426832,Pokebowls & Rolls By Saurions,,Mall Del Centro Concepción,Gran Concepción,Concepción,franco lagos tier
427832,Poke Bowls And Rolls - Courier,,Mall Del Centro Concepción,Gran Concepción,Concepción,null
477725,Pizza Hut Mall Del Centro Concepcion - Courier,Pizza Hut,Mall Del Centro Concepción,Gran Concepción,Concepción,null
494307,Astoria - Mall Del Centro 574,,Mall Del Centro Concepción,Gran Concepción,Concepción,
104641,Wofoo,,Mall Del Centro Concepción,Gran Concepción,Concepción,franco lagos tier
483254,Santino Creperia,,Mall Del Centro Concepción,Gran Concepción,Concepción,null
154370,Cassis Concepción,Café Cassis,Mall Del Centro Concepción,Gran Concepción,Concepción,null
278374,Mamut Del Mall Centro Concepción,Mamut,Mall Del Centro Concepción,Gran Concepción,Concepción,nicole bustamante
360550,Ketoconce,,Mall Del Centro Concepción,Gran Concepción,Concepción,franco lagos lt
55266,Mamut Mall Plaza Bio Bio,Mamut,Mall Plaza Bio Bio,Gran Concepción,Concepción,nicole bustamante
62285,Mcdonald's Mall Plaza Bío Bío,McDonald's,Mall Plaza Bio Bio,Gran Concepción,Concepción,josefina sarquis
65915,Burger King® - Mall Mirador Bio Bio,Burger King,Mall Plaza Bio Bio,Gran Concepción,Concepción,javier peñaloza
66497,Buffet Express Mall Bío Bío,Buffet Express,Mall Plaza Bio Bio,Gran Concepción,Concepción,null
113356,Pizza Hut Bio Bio,Pizza Hut,Mall Plaza Bio Bio,Gran Concepción,Concepción,javier peñaloza
127579,KFC Mall Plaza Bio Bio,KFC,Mall Plaza Bio Bio,Gran Concepción,Concepción,josefina sarquis
134922,Doggis Mall Plaza Bio Bio,Doggis,Mall Plaza Bio Bio,Gran Concepción,Concepción,nicole bustamante
194889,Lovdo Biobio,Lovdo,Mall Plaza Bio Bio,Gran Concepción,Concepción,nicole bustamante
197963,Juan Maestro Mall Plaza Bio Bio,Juan Maestro,Mall Plaza Bio Bio,Gran Concepción,Concepción,nicole bustamante
276113,Tommy Beans Mall Plaza Bio Bio 838,Tommy Beans,Mall Plaza Bio Bio,Gran Concepción,Concepción,nicole bustamante
